curva;seccion;modelo;punto;P_kN;M_kNm
pm_muro_30x356;muro_30x356;HA;128;8068,2912134656535;28278,147665860542
pm_muro_30x356;muro_30x356;HA;129;8131,369116156345;28324,127689992154
pm_muro_30x356;muro_30x356;HA;130;8194,365446811154;28369,695493520096
pm_muro_30x356;muro_30x356;HA;131;8257,281826066568;28414,85159255477
pm_muro_30x356;muro_30x356;HA;132;8320,11983191072;28459,5964896247
pm_muro_30x356;muro_30x356;HA;133;8382,881001077178;28503,930674120416
pm_muro_30x356;muro_30x356;HA;134;8445,566830384325;28547,854622721017
pm_muro_30x356;muro_30x356;HA;135;8508,178778022997;28591,368799804193
pm_muro_30x356;muro_30x356;HA;136;8570,718264794503;28634,473657840506
pm_muro_30x356;muro_30x356;HA;137;8633,186675301407;28677,16963777263
pm_muro_30x356;muro_30x356;HA;138;8695,585359093031;28719,45716938012
pm_muro_30x356;muro_30x356;HA;139;8757,915631767783;28761,336671630463
pm_muro_30x356;muro_30x356;HA;140;8820,178776034096;28802,808553016952
pm_muro_30x356;muro_30x356;HA;141;8882,376042731887;28843,873211884
pm_muro_30x356;muro_30x356;HA;142;8944,508651816122;28884,53103674035
pm_muro_30x356;muro_30x356;HA;143;9007,420633216538;28924,428413797614
pm_muro_30x356;muro_30x356;HA;144;9070,495067788259;28963,825306445022
pm_muro_30x356;muro_30x356;HA;145;9133,495388001538;29002,82190960926
pm_muro_30x356;muro_30x356;HA;146;9196,422933272488;29041,418477141557
pm_muro_30x356;muro_30x356;HA;147;9259,279010935403;29079,61525681291
pm_muro_30x356;muro_30x356;HA;148;9322,064897197568;29117,41249049498
pm_muro_30x356;muro_30x356;HA;149;9384,781838060182;29154,810414334646
pm_muro_30x356;muro_30x356;HA;150;9447,431050206764;29191,80925892243
pm_muro_30x356;muro_30x356;HA;151;9510,013721860405;29228,40924945488
pm_muro_30x356;muro_30x356;HA;152;9572,531013611095;29264,61060589144
pm_muro_30x356;muro_30x356;HA;153;9634,98405921438;29300,413543105777
pm_muro_30x356;muro_30x356;HA;154;9697,373966362455;29335,818271031938
pm_muro_30x356;muro_30x356;HA;155;9759,701817428835;29370,824994805473
pm_muro_30x356;muro_30x356;HA;156;9821,968670187645;29405,433914899764
pm_muro_30x356;muro_30x356;HA;157;9884,200686463451;29439,614571152673
pm_muro_30x356;muro_30x356;HA;158;9947,089754485736;29472,52428444059
pm_muro_30x356;muro_30x356;HA;159;10009,912575937939;29505,04687139328
pm_muro_30x356;muro_30x356;HA;160;10072,67025492956;29537,182346732225
pm_muro_30x356;muro_30x356;HA;161;10135,363871169895;29568,930724853522
pm_muro_30x356;muro_30x356;HA;162;10197,994480638357;29600,29201983692
pm_muro_30x356;muro_30x356;HA;163;10260,563116232848;29631,266245454353
pm_muro_30x356;muro_30x356;HA;164;10323,070788396963;29661,853415178448
pm_muro_30x356;muro_30x356;HA;165;10385,51848572687;29692,053542190475
pm_muro_30x356;muro_30x356;HA;166;10447,907175558608;29721,866639388223
pm_muro_30x356;muro_30x356;HA;167;10510,237804536531;29751,29271939364
pm_muro_30x356;muro_30x356;HA;168;10572,511299163623;29780,331794560105
pm_muro_30x356;muro_30x356;HA;169;10634,728566334345;29808,983876979524
pm_muro_30x356;muro_30x356;HA;170;10696,890493850637;29837,248978489257
pm_muro_30x356;muro_30x356;HA;171;10758,997950921734;29865,127110678783
pm_muro_30x356;muro_30x356;HA;172;10821,314323427678;29892,40300637703
pm_muro_30x356;muro_30x356;HA;173;10884,22556518728;29918,76087800368
pm_muro_30x356;muro_30x356;HA;174;10947,075453939053;29944,73950804361
pm_muro_30x356;muro_30x356;HA;175;11009,864933575422;29970,33878878202
pm_muro_30x356;muro_30x356;HA;176;11072,594928725704;29995,5586147024
pm_muro_30x356;muro_30x356;HA;177;11135,266345245022;30020,39888243071
pm_muro_30x356;muro_30x356;HA;178;11197,880070688385;30044,85949068123
pm_muro_30x356;muro_30x356;HA;179;11260,43697477051;30068,940340204186
pm_muro_30x356;muro_30x356;HA;180;11322,937909811812;30092,641333734766
pm_muro_30x356;muro_30x356;HA;181;11385,383711171111;30115,962375943785
pm_muro_30x356;muro_30x356;HA;182;11447,775197665465;30138,903373389785
pm_muro_30x356;muro_30x356;HA;183;11510,113171977615;30161,464234472493
pm_muro_30x356;muro_30x356;HA;184;11572,398421051403;30183,644869387703
pm_muro_30x356;muro_30x356;HA;185;11634,631716475697;30205,44519008355
pm_muro_30x356;muro_30x356;HA;186;11696,813814857032;30226,86511021784
pm_muro_30x356;muro_30x356;HA;187;11759,40383092501;30247,437004918556
pm_muro_30x356;muro_30x356;HA;188;11822,329356601484;30267,23538965152
pm_muro_30x356;muro_30x356;HA;189;11885,197795907854;30286,6613589243
pm_muro_30x356;muro_30x356;HA;190;11948,00996436368;30305,714715199916
pm_muro_30x356;muro_30x356;HA;191;12010,76666202846;30324,395264686194
pm_muro_30x356;muro_30x356;HA;192;12073,468673866213;30342,702817247402
pm_muro_30x356;muro_30x356;HA;193;12136,116770099856;30360,63718631843
pm_muro_30x356;muro_30x356;HA;194;12198,711706555612;30378,198188821367
pm_muro_30x356;muro_30x356;HA;195;12261,25422499783;30395,385645084403
pm_muro_30x356;muro_30x356;HA;196;12323,74505345447;30412,199378763
pm_muro_30x356;muro_30x356;HA;197;12386,184906533628;30428,639216763204
pm_muro_30x356;muro_30x356;HA;198;12448,574485731328;30444,70498916706
pm_muro_30x356;muro_30x356;HA;199;12510,914479730875;30460,39652916018
pm_muro_30x356;muro_30x356;HA;200;12573,205564694063;30475,71367296116
pm_muro_30x356;muro_30x356;HA;201;12635,448404544459;30490,656259752952
pm_muro_30x356;muro_30x356;HA;202;12698,271397360899;30504,45828135234
pm_muro_30x356;muro_30x356;HA;203;12761,205796297545;30517,692234949733
pm_muro_30x356;muro_30x356;HA;204;12824,086852386541;30530,559729145094
pm_muro_30x356;muro_30x356;HA;205;12886,91527686586;30543,0605001565
pm_muro_30x356;muro_30x356;HA;206;12949,691768385184;30555,194288870705
pm_muro_30x356;muro_30x356;HA;207;13012,417013283193;30566,96084074037
pm_muro_30x356;muro_30x356;HA;208;13075,091685857535;30578,359905683847
pm_muro_30x356;muro_30x356;HA;209;13137,716448627732;30589,39123798777
pm_muro_30x356;muro_30x356;HA;210;13200,291952591235;30600,054596212027
pm_muro_30x356;muro_30x356;HA;211;13262,818837472802;30610,349743097304
pm_muro_30x356;muro_30x356;HA;212;13325,29773196746;30620,27644547496
pm_muro_30x356;muro_30x356;HA;213;13387,72925397718;30629,834474179217
pm_muro_30x356;muro_30x356;HA;214;13450,114010841522;30639,02360396171
pm_muro_30x356;muro_30x356;HA;215;13512,452599562337;30647,84361340807
pm_muro_30x356;muro_30x356;HA;216;13574,737231037823;30656,286076391407
pm_muro_30x356;muro_30x356;HA;217;13636,799690244765;30664,185362762582
pm_muro_30x356;muro_30x356;HA;218;13698,819271643244;30671,716414765695
pm_muro_30x356;muro_30x356;HA;219;13760,79651344843;30678,87900635038
pm_muro_30x356;muro_30x356;HA;220;13822,73194490524;30685,672915233754
pm_muro_30x356;muro_30x356;HA;221;13884,626086474444;30692,09792282231
pm_muro_30x356;muro_30x356;HA;222;13946,479450014145;30698,153814135636
pm_muro_30x356;muro_30x356;HA;223;14008,292538956815;30703,840377732093
pm_muro_30x356;muro_30x356;HA;224;14070,065848481923;30709,157405636313
pm_muro_30x356;muro_30x356;HA;225;14134,058988491453;30710,62564414553
pm_muro_30x356;muro_30x356;HA;226;14207,187557971969;30697,595607496056
pm_muro_30x356;muro_30x356;HA;227;14280,185207861556;30684,338001227774
pm_muro_30x356;muro_30x356;HA;228;14355,859206641462;30666,417923957142
pm_muro_30x356;muro_30x356;HA;229;14439,89316202971;30634,855848943993
pm_muro_30x356;muro_30x356;HA;230;14523,710525774857;30603,203286704662
pm_muro_30x356;muro_30x356;HA;231;14610,653068141255;30566,04722824723
pm_muro_30x356;muro_30x356;HA;232;14705,201830235665;30516,12903535737
pm_muro_30x356;muro_30x356;HA;233;14799,453447965687;30466,25279599233
pm_muro_30x356;muro_30x356;HA;234;14897,27150688788;30410,005726589723
pm_muro_30x356;muro_30x356;HA;235;15001,962866208123;30341,89919727498
pm_muro_30x356;muro_30x356;HA;236;15106,281324283671;30273,96264736336
pm_muro_30x356;muro_30x356;HA;237;15214,600043522509;30198,76260787802
pm_muro_30x356;muro_30x356;HA;238;15329,07909432733;30112,627852187292
pm_muro_30x356;muro_30x356;HA;239;15443,113982577659;30026,78689955649
pm_muro_30x356;muro_30x356;HA;240;15556,70983322608;29941,231903299773
pm_muro_30x356;muro_30x356;HA;241;15669,871692681781;29855,95513698701
pm_muro_30x356;muro_30x356;HA;242;15782,60453030958;29770,948992148828
pm_muro_30x356;muro_30x356;HA;243;15894,913239894586;29686,205976034013
pm_muro_30x356;muro_30x356;HA;244;16006,80264107364;29601,7187094179
pm_muro_30x356;muro_30x356;HA;245;16118,27748073436;29517,479924460356
pm_muro_30x356;muro_30x356;HA;246;16229,342434382595;29433,48246261205
pm_muro_30x356;muro_30x356;HA;247;16340,002107479162;29349,719272567847
pm_muro_30x356;muro_30x356;HA;248;16450,261036746648;29266,183408265984
pm_muro_30x356;muro_30x356;HA;249;16560,123691447086;29182,86802693184
pm_muro_30x356;muro_30x356;HA;250;16669,594474631227;29099,766387165262
pm_muro_30x356;muro_30x356;HA;251;16778,67772436014;29016,871847070113
pm_muro_30x356;muro_30x356;HA;252;16887,37771489986;28934,177862425255
pm_muro_30x356;muro_30x356;HA;253;16995,69865788984;28851,67798489553
pm_muro_30x356;muro_30x356;HA;254;17103,644703485734;28769,365860282083
pm_muro_30x356;muro_30x356;HA;255;17211,219941477295;28687,23522681076
pm_muro_30x356;muro_30x356;HA;256;17318,428402381964;28605,27991345775
pm_muro_30x356;muro_30x356;HA;257;17425,274058514755;28523,493838311526
pm_muro_30x356;muro_30x356;HA;258;17531,76082503508;28441,871006970054
pm_muro_30x356;muro_30x356;HA;259;17637,892560971024;28360,405510972563
pm_muro_30x356;muro_30x356;HA;260;17743,673070221725;28279,091526264838
pm_muro_30x356;muro_30x356;HA;261;17849,106102538248;28197,92331169738
pm_muro_30x356;muro_30x356;HA;262;17954,19535448373;28116,895207555433
pm_muro_30x356;muro_30x356;HA;263;18058,944470373066;28036,00163412019
pm_muro_30x356;muro_30x356;HA;264;18163,35704319276;27955,237090260453
pm_muro_30x356;muro_30x356;HA;265;18267,436615501432;27874,596152053862
pm_muro_30x356;muro_30x356;HA;266;18371,186680311446;27794,073471437125
pm_muro_30x356;muro_30x356;HA;267;18474,610681952046;27713,663774884422
pm_muro_30x356;muro_30x356;HA;268;18577,7120169146;27633,36186211333
pm_muro_30x356;muro_30x356;HA;269;18680,49403468017;27553,162604817673
pm_muro_30x356;muro_30x356;HA;270;18782,960038530116;27473,060945426518
pm_muro_30x356;muro_30x356;HA;271;18885,113286339856;27393,05189588881
pm_muro_30x356;muro_30x356;HA;272;18986,956991356383;27313,13053648296
pm_muro_30x356;muro_30x356;HA;273;19088,494322959825;27233,292014650826
pm_muro_30x356;muro_30x356;HA;274;19189,728407409504;27153,531543855453
pm_muro_30x356;muro_30x356;HA;275;19290,653952589786;27073,837869193794
pm_muro_30x356;muro_30x356;HA;276;19391,142192121628;26994,10352214885
pm_muro_30x356;muro_30x356;HA;277;19491,33731219535;26914,434031897857
pm_muro_30x356;muro_30x356;HA;278;19591,242263677967;26834,82485716725
pm_muro_30x356;muro_30x356;HA;279;19690,859957960023;26755,27151743627
pm_muro_30x356;muro_30x356;HA;280;19790,19326761354;26675,769591924458
pm_muro_30x356;muro_30x356;HA;281;19889,245027036806;26596,31471859923
pm_muro_30x356;muro_30x356;HA;282;19988,018033086402;26516,902593203326
pm_muro_30x356;muro_30x356;HA;283;20086,515045696724;26437,5289683013
pm_muro_30x356;muro_30x356;HA;284;20184,73878848724;26358,189652345067
pm_muro_30x356;muro_30x356;HA;285;20282,69194935783;26278,880508757622
pm_muro_30x356;muro_30x356;HA;286;20380,377181072396;26199,597455034906
pm_muro_30x356;muro_30x356;HA;287;20477,797101831165;26120,336461865052
pm_muro_30x356;muro_30x356;HA;288;20574,954295831754;26041,09355226495
pm_muro_30x356;muro_30x356;HA;289;20671,851313819407;25961,864800733452
pm_muro_30x356;muro_30x356;HA;290;20768,49067362649;25882,64633242106
pm_muro_30x356;muro_30x356;HA;291;20864,874860701697;25803,434322315537
pm_muro_30x356;muro_30x356;HA;292;20961,006328628977;25724,224994443302
pm_muro_30x356;muro_30x356;HA;293;21056,887499636603;25645,014621085982
pm_muro_30x356;muro_30x356;HA;294;21152,520765096408;25565,799522012116
pm_muro_30x356;muro_30x356;HA;295;21247,908486013606;25486,576063723296
pm_muro_30x356;muro_30x356;HA;296;21343,052993507277;25407,340658714784
pm_muro_30x356;muro_30x356;HA;297;21437,956589281745;25328,08976475004
pm_muro_30x356;muro_30x356;HA;298;21532,62154608909;25248,81988414895
pm_muro_30x356;muro_30x356;HA;299;21627,0501081829;25169,527563089476
pm_muro_30x356;muro_30x356;HA;300;21721,24449176362;25090,20939092234
pm_muro_30x356;muro_30x356;HA;301;21815,206885415493;25010,861999498567
pm_muro_30x356;muro_30x356;HA;302;21908,93945053537;24931,482062509538
pm_muro_30x356;muro_30x356;HA;303;22002,444321753577;24852,066294839333
pm_muro_30x356;muro_30x356;HA;304;22095,723607346972;24772,611451929002
pm_muro_30x356;muro_30x356;HA;305;22188,77938964441;24693,11432915262
pm_muro_30x356;muro_30x356;HA;306;22281,613725424693;24613,571761204836
pm_muro_30x356;muro_30x356;HA;307;22374,22864630723;24533,98062149964
pm_muro_30x356;muro_30x356;HA;308;22466,6261591356;24454,337821580102
pm_muro_30x356;muro_30x356;HA;309;22558,80824635408;24374,640310538925
pm_muro_30x356;muro_30x356;HA;310;22650,776866377302;24294,88507444951
pm_muro_30x356;muro_30x356;HA;311;22742,533953953243;24215,069135807338
pm_muro_30x356;muro_30x356;HA;312;22834,08142051969;24135,18955298143
pm_muro_30x356;muro_30x356;HA;313;22925,42115455421;24055,243419675713
pm_muro_30x356;muro_30x356;HA;314;23016,55502191787;23975,227864400043
pm_muro_30x356;muro_30x356;HA;315;23107,484866192783;23895,14004995077
pm_muro_30x356;muro_30x356;HA;316;23198,212509013683;23814,977172900413
pm_muro_30x356;muro_30x356;HA;317;23288,739750393506;23734,73646309666
pm_muro_30x356;muro_30x356;HA;318;23379,06836904327;23654,415183170015
pm_muro_30x356;muro_30x356;HA;319;23469,200122686263;23574,01062805035
pm_muro_30x356;muro_30x356;HA;320;23559,136748366636;23493,520124491897
pm_muro_30x356;muro_30x356;HA;321;23648,8799627527;23412,9410306066
pm_muro_30x356;muro_30x356;HA;322;23738,431462434753;23332,270735405677
pm_muro_30x356;muro_30x356;HA;323;23827,79292421779;23251,506658349197
pm_muro_30x356;muro_30x356;HA;324;23916,966005409056;23170,646248903508
pm_muro_30x356;muro_30x356;HA;325;24005,952344100668;23089,686986106375
pm_muro_30x356;muro_30x356;HA;326;24094,753559447243;23008,626378139612
pm_muro_30x356;muro_30x356;HA;327;24183,3712519388;22927,461961909165
pm_muro_30x356;muro_30x356;HA;328;24271,80700366889;22846,191302632433
pm_muro_30x356;muro_30x356;HA;329;24360,06237859825;22764,811993432595
pm_muro_30x356;muro_30x356;HA;330;24448,138922813723;22683,321654940024
pm_muro_30x356;muro_30x356;HA;331;24536,038164782967;22601,717934900407
pm_muro_30x356;muro_30x356;HA;332;24623,761615604646;22519,998507789576
pm_muro_30x356;muro_30x356;HA;333;24711,31076925453;22438,161074434953
pm_muro_30x356;muro_30x356;HA;334;24798,678726842318;22356,198503571977
pm_muro_30x356;muro_30x356;HA;335;24885,75983058886;22274,046419047136
pm_muro_30x356;muro_30x356;HA;336;24972,67171465143;22191,769988801338
pm_muro_30x356;muro_30x356;HA;337;25059,415801044186;22109,367012016704
pm_muro_30x356;muro_30x356;HA;338;25145,993495892846;22026,835312465508
pm_muro_30x356;muro_30x356;HA;339;25232,406189655998;21944,172738167672
pm_muro_30x356;muro_30x356;HA;340;25318,65525734269;21861,37716105403
pm_muro_30x356;muro_30x356;HA;341;25404,742058726406;21778,446476635123
pm_muro_30x356;muro_30x356;HA;342;25490,667938555518;21695,378603675523
pm_muro_30x356;muro_30x356;HA;343;25576,434226760222;21612,171483873502
pm_muro_30x356;muro_30x356;HA;344;25662,042238656115;21528,823081546067
pm_muro_30x356;muro_30x356;HA;345;25747,49327514436;21445,331383319055
pm_muro_30x356;muro_30x356;HA;346;25832,78862290862;21361,694397822404
pm_muro_30x356;muro_30x356;HA;347;25917,929554608774;21277,910155390342
pm_muro_30x356;muro_30x356;HA;348;26002,917329071424;21193,97670776654
pm_muro_30x356;muro_30x356;HA;349;26087,753191477368;21109,892127813942
pm_muro_30x356;muro_30x356;HA;350;26172,438373545985;21025,654509229422
pm_muro_30x356;muro_30x356;HA;351;26256,974093716653;20941,261966263002
pm_muro_30x356;muro_30x356;HA;352;26341,361557327265;20856,71263344155
pm_muro_30x356;muro_30x356;HA;353;26425,601956789833;20772,00466529706
pm_muro_30x356;muro_30x356;HA;354;26509,696471763295;20687,13623609909
pm_muro_30x356;muro_30x356;HA;355;26593,646269323566;20602,105539591706
pm_muro_30x356;muro_30x356;HA;356;26677,452504130855;20516,910788734436
pm_muro_30x356;muro_30x356;HA;357;26761,11631859434;20431,550215447456
pm_muro_30x356;muro_30x356;HA;358;26844,63884303421;20346,022070360785
pm_muro_30x356;muro_30x356;HA;359;26928,02119584115;20260,324622567452
pm_muro_30x356;muro_30x356;HA;360;27011,264483633313;20174,45615938055
pm_muro_30x356;muro_30x356;HA;361;27094,369801410823;20088,414986094132
pm_muro_30x356;muro_30x356;HA;362;27177,338232707825;20002,199425747887
pm_muro_30x356;muro_30x356;HA;363;27260,170849742175;19915,80781889543
pm_muro_30x356;muro_30x356;HA;364;27342,86871356281;19829,23852337629
pm_muro_30x356;muro_30x356;HA;365;27425,432874194765;19742,489914091377
pm_muro_30x356;muro_30x356;HA;366;27507,864370781987;19655,56038278204
pm_muro_30x356;muro_30x356;HA;367;27590,16423172794;19568,44833781243
pm_muro_30x356;muro_30x356;HA;368;27672,333474833962;19481,15220395533
pm_muro_30x356;muro_30x356;HA;369;27754,373107435586;19393,67042218123
pm_muro_30x356;muro_30x356;HA;370;27836,28412653668;19306,001449450654
pm_muro_30x356;muro_30x356;HA;371;27918,06751894161;19218,143758509716
pm_muro_30x356;muro_30x356;HA;372;27999,72426138529;19130,095837688736
pm_muro_30x356;muro_30x356;HA;373;28081,255320661327;19041,856190703995
pm_muro_30x356;muro_30x356;HA;374;28162,66165374813;18953,42333646247
pm_muro_30x356;muro_30x356;HA;375;28243,94420793324;18864,795808869545
pm_muro_30x356;muro_30x356;HA;376;28325,10392093559;18775,972156639647
pm_muro_30x356;muro_30x356;HA;377;28406,14172102609;18686,950943109718
pm_muro_30x356;muro_30x356;HA;378;28487,058527146288;18597,730746055535
pm_muro_30x356;muro_30x356;HA;379;28567,85524902528;18508,310157510747
pm_muro_30x356;muro_30x356;HA;380;28648,53278729488;18418,687783588684
pm_muro_30x356;muro_30x356;HA;381;28729,09203360303;18328,862244306783
pm_muro_30x356;muro_30x356;HA;382;28809,533870725576;18238,83217341362
pm_muro_30x356;muro_30x356;HA;383;28889,85917267629;18148,59621821862
pm_muro_30x356;muro_30x356;HA;384;28970,068804815368;18058,15303942417
pm_muro_30x356;muro_30x356;HA;385;29050,16362395623;17967,501310960273
pm_muro_30x356;muro_30x356;HA;386;29130,144478470793;17876,63971982166
pm_muro_30x356;muro_30x356;HA;387;29210,012208393135;17785,56696590732
pm_muro_30x356;muro_30x356;HA;388;29289,767645521737;17694,281761862316
pm_muro_30x356;muro_30x356;HA;389;29369,41161352013;17602,782832921963
pm_muro_30x356;muro_30x356;HA;390;29448,944928016095;17511,068916758315
pm_muro_30x356;muro_30x356;HA;391;29528,36839669943;17419,138763328872
pm_muro_30x356;muro_30x356;HA;392;29607,68281941827;17326,991134727457
pm_muro_30x356;muro_30x356;HA;393;29686,880612289086;17234,62162216299
pm_muro_30x356;muro_30x356;HA;394;29765,87309452925;17141,995014775563
pm_muro_30x356;muro_30x356;HA;395;29844,759396132107;17049,147484375204
pm_muro_30x356;muro_30x356;HA;396;29923,540282823407;16956,077838750127
pm_muro_30x356;muro_30x356;HA;397;30002,216512983814;16862,784897124613
pm_muro_30x356;muro_30x356;HA;398;30080,788837736764;16769,267490022252
pm_muro_30x356;muro_30x356;HA;399;30159,258001035036;16675,524459131095
pm_muro_30x356;muro_30x356;HA;400;30237,624739746178;16581,554657170716
