caso;id;tipo;seccion;P_d_kN;M_d_kNm;radio;criterio
COMBO;1;column;70x70;13,19535119;1104,2834054082587;0,8938415270358429;P por proyeccion axial (z vertical), M flexión transversal al eje, del extremo con mayor demanda
