id,piso,x_cm,y_cm,z_cm,ux_mm,uy_mm,uz_mm,u_planta_mm,rx_rad,ry_rad,rz_rad
398,Piso 1,3205.0,-109.0,356.0,-0.003768,0.000215,0.0,0.003775,0.0,0.0,9.42e-08
399,Piso 1,3205.0,1724.5,356.0,-0.005496,0.000215,0.0,0.005501,0.0,0.0,9.42e-08
400,Piso 2,3205.0,-109.0,712.0,-0.008419,0.003947,0.0,0.009298,0.0,0.0,1.01e-08
401,Piso 2,3205.0,1724.5,712.0,-0.008603,0.003947,0.0,0.009465,0.0,0.0,1.01e-08
402,Piso 3,3205.0,-109.0,1068.0,-0.015186,0.030292,0.0,0.033885,0.0,0.0,-1.908e-07
403,Piso 3,3205.0,1724.5,1068.0,-0.011688,0.030292,0.0,0.032468,0.0,0.0,-1.908e-07
404,Piso 4,3205.0,-109.0,1424.0,-0.023329,0.084143,0.0,0.087317,0.0,0.0,-6.096e-07
405,Piso 4,3205.0,1724.5,1424.0,-0.012151,0.084143,0.0,0.085016,0.0,0.0,-6.096e-07
406,Piso 4,3205.0,-109.0,1780.0,-0.030097,0.14081,0.0,0.14399,0.0,0.0,-9.587e-07
407,Piso 4,3205.0,1724.5,1780.0,-0.012519,0.14081,0.0,0.141365,0.0,0.0,-9.587e-07
408,Piso 1,580.0,0,356.0,-0.003871,-0.002259,0.0,0.004482,0.0,0.0,9.42e-08
409,Piso 1,1580.0,0,356.0,-0.003871,-0.001316,0.0,0.004089,0.0,0.0,9.42e-08
410,Piso 1,2455.0,0,356.0,-0.003871,-0.000492,0.0,0.003902,0.0,0.0,9.42e-08
411,Piso 1,2830.0,0,356.0,-0.003871,-0.000138,0.0,0.003874,0.0,0.0,9.42e-08
412,Piso 1,580.0,725.0,356.0,-0.004554,-0.002259,0.0,0.005084,0.0,0.0,9.42e-08
413,Piso 1,1580.0,725.0,356.0,-0.004554,-0.001316,0.0,0.004741,0.0,0.0,9.42e-08
414,Piso 1,2455.0,725.0,356.0,-0.004554,-0.000492,0.0,0.004581,0.0,0.0,9.42e-08
415,Piso 1,580.0,1615.0,356.0,-0.005393,-0.002259,0.0,0.005847,0.0,0.0,9.42e-08
416,Piso 1,1580.0,1615.0,356.0,-0.005393,-0.001316,0.0,0.005552,0.0,0.0,9.42e-08
417,Piso 1,2455.0,1615.0,356.0,-0.005393,-0.000492,0.0,0.005416,0.0,0.0,9.42e-08
418,Piso 1,2830.0,1615.0,356.0,-0.005393,-0.000138,0.0,0.005395,0.0,0.0,9.42e-08
419,Piso 2,580.0,0,712.0,-0.008429,0.003683,0.0,0.009199,0.0,0.0,1.01e-08
420,Piso 2,580.0,725.0,712.0,-0.008502,0.003683,0.0,0.009266,0.0,0.0,1.01e-08
421,Piso 2,580.0,1615.0,712.0,-0.008592,0.003683,0.0,0.009348,0.0,0.0,1.01e-08
422,Piso 2,1580.0,0,712.0,-0.008429,0.003783,0.0,0.009239,0.0,0.0,1.01e-08
423,Piso 2,1580.0,725.0,712.0,-0.008502,0.003783,0.0,0.009306,0.0,0.0,1.01e-08
424,Piso 2,1580.0,1615.0,712.0,-0.008592,0.003783,0.0,0.009388,0.0,0.0,1.01e-08
425,Piso 2,2455.0,0,712.0,-0.008429,0.003871,0.0,0.009276,0.0,0.0,1.01e-08
426,Piso 2,2455.0,725.0,712.0,-0.008502,0.003871,0.0,0.009342,0.0,0.0,1.01e-08
427,Piso 2,2455.0,1615.0,712.0,-0.008592,0.003871,0.0,0.009424,0.0,0.0,1.01e-08
428,Piso 2,2830.0,0,712.0,-0.008429,0.003909,0.0,0.009292,0.0,0.0,1.01e-08
429,Piso 2,2830.0,1615.0,712.0,-0.008592,0.003909,0.0,0.009439,0.0,0.0,1.01e-08
430,Piso 3,580.0,0,1068.0,-0.014978,0.0353,0.0,0.038347,0.0,0.0,-1.908e-07
431,Piso 3,580.0,725.0,1068.0,-0.013595,0.0353,0.0,0.037828,0.0,0.0,-1.908e-07
432,Piso 3,580.0,1615.0,1068.0,-0.011897,0.0353,0.0,0.037251,0.0,0.0,-1.908e-07
433,Piso 3,1580.0,0,1068.0,-0.014978,0.033392,0.0,0.036598,0.0,0.0,-1.908e-07
434,Piso 3,1580.0,725.0,1068.0,-0.013595,0.033392,0.0,0.036054,0.0,0.0,-1.908e-07
435,Piso 3,1580.0,1615.0,1068.0,-0.011897,0.033392,0.0,0.035448,0.0,0.0,-1.908e-07
436,Piso 3,2455.0,0,1068.0,-0.014978,0.031723,0.0,0.035081,0.0,0.0,-1.908e-07
437,Piso 3,2455.0,725.0,1068.0,-0.013595,0.031723,0.0,0.034513,0.0,0.0,-1.908e-07
438,Piso 3,2455.0,1615.0,1068.0,-0.011897,0.031723,0.0,0.03388,0.0,0.0,-1.908e-07
439,Piso 3,2830.0,0,1068.0,-0.014978,0.031007,0.0,0.034435,0.0,0.0,-1.908e-07
440,Piso 3,2830.0,1615.0,1068.0,-0.011897,0.031007,0.0,0.033211,0.0,0.0,-1.908e-07
441,Piso 4,580.0,0,1424.0,-0.022665,0.100146,0.0,0.102679,0.0,0.0,-6.096e-07
442,Piso 4,580.0,725.0,1424.0,-0.018245,0.100146,0.0,0.101794,0.0,0.0,-6.096e-07
443,Piso 4,580.0,1615.0,1424.0,-0.012819,0.100146,0.0,0.100963,0.0,0.0,-6.096e-07
444,Piso 4,1580.0,0,1424.0,-0.022665,0.09405,0.0,0.096742,0.0,0.0,-6.096e-07
445,Piso 4,1580.0,725.0,1424.0,-0.018245,0.09405,0.0,0.095803,0.0,0.0,-6.096e-07
446,Piso 4,1580.0,1615.0,1424.0,-0.012819,0.09405,0.0,0.094919,0.0,0.0,-6.096e-07
447,Piso 4,2455.0,0,1424.0,-0.022665,0.088715,0.0,0.091564,0.0,0.0,-6.096e-07
448,Piso 4,2455.0,725.0,1424.0,-0.018245,0.088715,0.0,0.090572,0.0,0.0,-6.096e-07
449,Piso 4,2455.0,1615.0,1424.0,-0.012819,0.088715,0.0,0.089636,0.0,0.0,-6.096e-07
450,Piso 4,2830.0,0,1424.0,-0.022665,0.086429,0.0,0.089351,0.0,0.0,-6.096e-07
451,Piso 4,2830.0,1615.0,1424.0,-0.012819,0.086429,0.0,0.087374,0.0,0.0,-6.096e-07
452,Piso 4,580.0,0,1780.0,-0.029052,0.165975,0.0,0.168499,0.0,0.0,-9.587e-07
453,Piso 4,580.0,725.0,1780.0,-0.022101,0.165975,0.0,0.167441,0.0,0.0,-9.587e-07
454,Piso 4,580.0,1615.0,1780.0,-0.013569,0.165975,0.0,0.166529,0.0,0.0,-9.587e-07
455,Piso 4,1580.0,0,1780.0,-0.029052,0.156388,0.0,0.159064,0.0,0.0,-9.587e-07
456,Piso 4,1580.0,725.0,1780.0,-0.022101,0.156388,0.0,0.157942,0.0,0.0,-9.587e-07
457,Piso 4,1580.0,1615.0,1780.0,-0.013569,0.156388,0.0,0.156976,0.0,0.0,-9.587e-07
458,Piso 4,2455.0,0,1780.0,-0.029052,0.148,0.0,0.150824,0.0,0.0,-9.587e-07
459,Piso 4,2455.0,725.0,1780.0,-0.022101,0.148,0.0,0.149641,0.0,0.0,-9.587e-07
460,Piso 4,2455.0,1615.0,1780.0,-0.013569,0.148,0.0,0.148621,0.0,0.0,-9.587e-07
461,Piso 4,2830.0,0,1780.0,-0.029052,0.144405,0.0,0.147298,0.0,0.0,-9.587e-07
462,Piso 4,2830.0,1615.0,1780.0,-0.013569,0.144405,0.0,0.145041,0.0,0.0,-9.587e-07
511,Piso 1,2830.0,1188.5,356.0,-0.004991,-0.000138,0.0,0.004993,0.0,0.0,9.42e-08
512,Piso 1,2830.0,426.5,356.0,-0.004273,-0.000138,0.0,0.004275,0.0,0.0,9.42e-08
513,Piso 1,2455.0,1188.5,356.0,-0.004991,-0.000492,0.0,0.005015,0.0,0.0,9.42e-08
514,Piso 1,2455.0,426.5,356.0,-0.004273,-0.000492,0.0,0.004301,0.0,0.0,9.42e-08
515,Piso 1,3205.0,1188.5,356.0,-0.004991,0.000215,0.0,0.004996,0.0,0.0,9.42e-08
516,Piso 1,3205.0,426.5,356.0,-0.004273,0.000215,0.0,0.004278,0.0,0.0,9.42e-08
517,Piso 2,2830.0,1188.5,712.0,-0.008549,0.003909,0.0,0.0094,0.0,0.0,1.01e-08
518,Piso 2,2830.0,426.5,712.0,-0.008472,0.003909,0.0,0.009331,0.0,0.0,1.01e-08
519,Piso 2,2455.0,1188.5,712.0,-0.008549,0.003871,0.0,0.009385,0.0,0.0,1.01e-08
520,Piso 2,2455.0,426.5,712.0,-0.008472,0.003871,0.0,0.009315,0.0,0.0,1.01e-08
521,Piso 2,3205.0,1188.5,712.0,-0.008549,0.003947,0.0,0.009416,0.0,0.0,1.01e-08
522,Piso 2,3205.0,426.5,712.0,-0.008472,0.003947,0.0,0.009347,0.0,0.0,1.01e-08
523,Piso 3,2830.0,1188.5,1068.0,-0.012711,0.031007,0.0,0.033511,0.0,0.0,-1.908e-07
524,Piso 3,2830.0,426.5,1068.0,-0.014165,0.031007,0.0,0.034089,0.0,0.0,-1.908e-07
525,Piso 3,2455.0,1188.5,1068.0,-0.012711,0.031723,0.0,0.034174,0.0,0.0,-1.908e-07
526,Piso 3,2455.0,426.5,1068.0,-0.014165,0.031723,0.0,0.034741,0.0,0.0,-1.908e-07
527,Piso 3,3205.0,1188.5,1068.0,-0.012711,0.030292,0.0,0.03285,0.0,0.0,-1.908e-07
528,Piso 3,3205.0,426.5,1068.0,-0.014165,0.030292,0.0,0.03344,0.0,0.0,-1.908e-07
529,Piso 4,2830.0,1188.5,1424.0,-0.015419,0.086429,0.0,0.087794,0.0,0.0,-6.096e-07
530,Piso 4,2830.0,426.5,1424.0,-0.020064,0.086429,0.0,0.088727,0.0,0.0,-6.096e-07
531,Piso 4,2455.0,1188.5,1424.0,-0.015419,0.088715,0.0,0.090045,0.0,0.0,-6.096e-07
532,Piso 4,2455.0,426.5,1424.0,-0.020064,0.088715,0.0,0.090956,0.0,0.0,-6.096e-07
533,Piso 4,3205.0,1188.5,1424.0,-0.015419,0.084143,0.0,0.085544,0.0,0.0,-6.096e-07
534,Piso 4,3205.0,426.5,1424.0,-0.020064,0.084143,0.0,0.086502,0.0,0.0,-6.096e-07
535,Piso 4,2830.0,1188.5,1780.0,-0.017658,0.144405,0.0,0.14548,0.0,0.0,-9.587e-07
536,Piso 4,2830.0,426.5,1780.0,-0.024963,0.144405,0.0,0.146546,0.0,0.0,-9.587e-07
537,Piso 4,2455.0,1188.5,1780.0,-0.017658,0.148,0.0,0.149049,0.0,0.0,-9.587e-07
538,Piso 4,2455.0,426.5,1780.0,-0.024963,0.148,0.0,0.15009,0.0,0.0,-9.587e-07
539,Piso 4,3205.0,1188.5,1780.0,-0.017658,0.14081,0.0,0.141912,0.0,0.0,-9.587e-07
540,Piso 4,3205.0,426.5,1780.0,-0.024963,0.14081,0.0,0.143005,0.0,0.0,-9.587e-07
9000,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9001,Subterraneo,,,,-0.003906,0.000206,-0.056351,0.003911,5.5e-09,-1.418e-06,9.42e-08
9002,Subterraneo,,,,-0.008433,0.003945,-0.100766,0.009311,-3.3469e-06,-1.4347e-06,1.01e-08
9003,Subterraneo,,,,-0.014908,0.030311,-0.133245,0.033779,-1.19871e-05,-2.1149e-06,-1.908e-07
9004,Subterraneo,,,,-0.02244,0.084204,-0.15379,0.087143,-1.63381e-05,-1.9095e-06,-6.096e-07
9005,Subterraneo,,,,-0.0287,0.140905,-0.159757,0.143798,-1.57221e-05,-1.6826e-06,-9.587e-07
9006,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9007,Subterraneo,,,,-0.003857,0.000206,-0.00733,0.003862,-1.764e-07,-8.62e-08,9.42e-08
9008,Subterraneo,,,,-0.003857,4.1e-05,0.0,0.003857,0.0,0.0,9.42e-08
9009,Subterraneo,,,,-0.008428,0.003945,-0.007062,0.009306,-1.04e-08,-3.731e-07,1.01e-08
9010,Subterraneo,,,,-0.008428,0.003928,0.0,0.009298,0.0,0.0,1.01e-08
9011,Subterraneo,,,,-0.015007,0.030311,-0.00631,0.033822,-7.71e-07,-1.1799e-06,-1.908e-07
9012,Subterraneo,,,,-0.015007,0.030645,0.0,0.034122,0.0,0.0,-1.908e-07
9013,Subterraneo,,,,-0.022756,0.084204,-0.005872,0.087224,-1.5614e-06,-1.65e-06,-6.096e-07
9014,Subterraneo,,,,-0.022756,0.085271,0.0,0.088255,0.0,0.0,-6.096e-07
9015,Subterraneo,,,,-0.029196,0.140905,-0.006362,0.143898,-1.8056e-06,-1.124e-06,-9.587e-07
9016,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9017,Subterraneo,,,,-0.005359,0.000206,-0.056326,0.005363,5.5e-09,-1.6045e-06,9.42e-08
9018,Subterraneo,,,,-0.008588,0.003945,-0.100716,0.009451,-3.347e-06,-8.194e-07,1.01e-08
9019,Subterraneo,,,,-0.011966,0.030311,-0.133171,0.032587,-1.1987e-05,-6.861e-07,-1.908e-07
9020,Subterraneo,,,,-0.013041,0.084204,-0.15369,0.085208,-1.63384e-05,-1.886e-07,-6.096e-07
9021,Subterraneo,,,,-0.013919,0.140905,-0.159658,0.141591,-1.57219e-05,-2.755e-07,-9.587e-07
9022,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9023,Subterraneo,,,,-0.005407,0.000206,-0.006749,0.005411,-1.764e-07,-7.091e-07,9.42e-08
9024,Subterraneo,,,,-0.005407,4.1e-05,0.0,0.005407,0.0,0.0,9.42e-08
9025,Subterraneo,,,,-0.008594,0.003945,-0.007581,0.009456,-1.04e-08,1.833e-07,1.01e-08
9026,Subterraneo,,,,-0.008594,0.003928,0.0,0.009449,0.0,0.0,1.01e-08
9027,Subterraneo,,,,-0.011868,0.030311,-0.007548,0.032551,-7.71e-07,1.478e-07,-1.908e-07
9028,Subterraneo,,,,-0.011868,0.030645,0.0,0.032863,0.0,0.0,-1.908e-07
9029,Subterraneo,,,,-0.012727,0.084204,-0.008452,0.08516,-1.5614e-06,1.1183e-06,-6.096e-07
9030,Subterraneo,,,,-0.012727,0.085271,0.0,0.086215,0.0,0.0,-6.096e-07
9031,Subterraneo,,,,-0.013425,0.140905,-0.008512,0.141543,-1.8056e-06,1.1832e-06,-9.587e-07
9032,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,Subterraneo,,,,-0.004213,-0.002751,-0.047119,0.005031,3.951e-07,-1.4547e-06,9.42e-08
9034,Subterraneo,,,,-0.008466,0.00363,-0.082302,0.009211,-4.6393e-06,-1.3154e-06,1.01e-08
9035,Subterraneo,,,,-0.014287,0.036298,-0.10555,0.039008,-1.4744e-05,-1.7731e-06,-1.908e-07
9036,Subterraneo,,,,-0.020455,0.103331,-0.116863,0.105336,-2.04028e-05,-1.695e-06,-6.096e-07
9037,Subterraneo,,,,-0.025577,0.170985,-0.12283,0.172887,-1.83042e-05,-1.3107e-06,-9.587e-07
9038,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9039,Subterraneo,,,,-0.005089,-0.002751,-0.049037,0.005785,3.928e-07,-1.5703e-06,9.42e-08
9040,Subterraneo,,,,-0.00856,0.00363,-0.08614,0.009297,-4.6302e-06,-9.32e-07,1.01e-08
9041,Subterraneo,,,,-0.012512,0.036298,-0.111306,0.038394,-1.47782e-05,-9.57e-07,-1.908e-07
9042,Subterraneo,,,,-0.014785,0.103331,-0.124537,0.104384,-2.02752e-05,-4.86e-07,-6.096e-07
9043,Subterraneo,,,,-0.016661,0.170985,-0.130505,0.171794,-1.8368e-05,-5.474e-07,-9.587e-07
9044,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9045,Subterraneo,,,,-0.005089,-0.002617,-0.183409,0.005722,3.533e-07,-1.5695e-06,9.42e-08
9046,Subterraneo,,,,-0.008559,0.003644,-0.354882,0.009303,-4.4842e-06,-9.349e-07,1.01e-08
9047,Subterraneo,,,,-0.012513,0.036026,-0.51442,0.038137,-1.49811e-05,-9.472e-07,-1.908e-07
9048,Subterraneo,,,,-0.014788,0.102464,-0.662022,0.103526,-1.88665e-05,-5.249e-07,-6.096e-07
9049,Subterraneo,,,,-0.016666,0.169621,-0.66799,0.170438,-1.88631e-05,-5.287e-07,-9.587e-07
9050,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051,Subterraneo,,,,-0.004942,-0.002502,-0.056842,0.005539,3.545e-07,-1.551e-06,9.42e-08
9052,Subterraneo,,,,-0.008544,0.003657,-0.101748,0.009293,-4.4995e-06,-9.96e-07,1.01e-08
9053,Subterraneo,,,,-0.012811,0.035793,-0.134719,0.038016,-1.46274e-05,-1.0962e-06,-1.908e-07
9054,Subterraneo,,,,-0.015739,0.101719,-0.155754,0.102929,-1.96278e-05,-6.825e-07,-6.096e-07
9055,Subterraneo,,,,-0.018161,0.168449,-0.161722,0.169425,-1.83027e-05,-6.793e-07,-9.587e-07
9056,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9057,Subterraneo,,,,-0.004213,-0.003753,-0.005968,0.005642,1.5811e-06,-1.775e-06,9.42e-08
9058,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9059,Subterraneo,,,,-0.003857,-0.003748,-0.394652,0.005378,3.8e-08,-5.2722e-05,9.42e-08
9060,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9061,Subterraneo,,,,-0.004213,-0.002791,-0.017903,0.005054,-1.004e-07,-1.5263e-06,9.42e-08
9062,Subterraneo,,,,-0.008466,0.003626,-0.023871,0.00921,-2.6535e-06,-1.0289e-06,1.01e-08
9063,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9064,Subterraneo,,,,-0.004974,-0.003753,-0.005968,0.006231,1.5811e-06,-2.0957e-06,9.42e-08
9065,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9066,Subterraneo,,,,-0.005103,-0.002791,-0.005968,0.005817,1.1761e-06,-2.1503e-06,9.42e-08
9067,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9068,Subterraneo,,,,-0.005407,-0.003748,-0.398116,0.006579,3.8e-08,-5.32566e-05,9.42e-08
9069,Subterraneo,,,,-0.004213,-0.00658,0.0,0.007813,0.0,0.0,9.42e-08
9070,Subterraneo,,,,-0.008466,0.003221,-0.005968,0.009058,-4.1297e-06,-1.7921e-06,1.01e-08
9071,Subterraneo,,,,-0.004974,-0.00658,0.0,0.008248,0.0,0.0,9.42e-08
9072,Subterraneo,,,,-0.008547,0.003221,-0.005968,0.009134,-4.1297e-06,-1.5057e-06,1.01e-08
9073,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9074,Subterraneo,,,,-0.004162,-0.003116,-0.068667,0.0052,4.286e-07,-1.4525e-06,9.42e-08
9075,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9076,Subterraneo,,,,-0.004088,-0.003449,-0.02552,0.005348,1.143e-07,-6.2144e-06,9.42e-08
9077,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9078,Subterraneo,,,,-0.004162,-0.003437,-0.068667,0.005398,4.697e-07,-1.4525e-06,9.42e-08
9079,Subterraneo,,,,-0.004088,-0.003105,0.0,0.005133,0.0,0.0,9.42e-08
9080,Subterraneo,,,,-0.008453,0.003555,-0.025741,0.00917,-1.314e-07,-6.3178e-06,1.01e-08
9081,Subterraneo,,,,-0.008461,0.003591,-0.125398,0.009191,-4.7406e-06,-1.3198e-06,1.01e-08
9082,Subterraneo,,,,-0.008461,0.003557,-0.125398,0.009178,-4.8758e-06,-1.3198e-06,1.01e-08
9083,Subterraneo,,,,-0.008453,0.003592,0.0,0.009184,0.0,0.0,1.01e-08
9084,Subterraneo,,,,-0.01454,0.037709,-0.027115,0.040415,-4.439e-07,-6.961e-06,-1.908e-07
9085,Subterraneo,,,,-0.014389,0.037037,-0.170194,0.039734,-1.53034e-05,-1.886e-06,-1.908e-07
9086,Subterraneo,,,,-0.014389,0.037686,-0.170194,0.040339,-1.56201e-05,-1.886e-06,-1.908e-07
9087,Subterraneo,,,,-0.01454,0.037013,0.0,0.039766,0.0,0.0,-1.908e-07
9088,Subterraneo,,,,-0.021262,0.107843,-0.027622,0.109919,-9.174e-07,-7.1985e-06,-6.096e-07
9089,Subterraneo,,,,-0.020781,0.105694,-0.203054,0.107717,-2.00875e-05,-1.5183e-06,-6.096e-07
9090,Subterraneo,,,,-0.020781,0.107767,-0.203054,0.109752,-2.04611e-05,-1.5183e-06,-6.096e-07
9091,Subterraneo,,,,-0.021262,0.105618,0.0,0.107736,0.0,0.0,-6.096e-07
9092,Subterraneo,,,,-0.026847,0.178079,-0.026714,0.180091,-8.526e-07,-6.7734e-06,-9.587e-07
9093,Subterraneo,,,,-0.02609,0.1747,-0.209022,0.176637,-1.90318e-05,-1.4777e-06,-9.587e-07
9094,Subterraneo,,,,-0.02609,0.177959,-0.209022,0.179862,-1.9345e-05,-1.4777e-06,-9.587e-07
9095,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9096,Subterraneo,,,,-0.00492,-0.003145,-0.060659,0.005839,4.353e-07,-1.5482e-06,9.42e-08
9097,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9098,Subterraneo,,,,-0.005026,-0.003423,-0.020043,0.00608,1.518e-07,-5.3867e-06,9.42e-08
9099,Subterraneo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9100,Subterraneo,,,,-0.00492,-0.003409,-0.060659,0.005985,4.693e-07,-1.5482e-06,9.42e-08
9101,Subterraneo,,,,-0.005026,-0.003131,0.0,0.005921,0.0,0.0,9.42e-08
9102,Subterraneo,,,,-0.008553,0.003558,-0.019032,0.009263,-1.93e-07,-4.8167e-06,1.01e-08
9103,Subterraneo,,,,-0.008553,0.003589,0.0,0.009275,0.0,0.0,1.01e-08
9104,Subterraneo,,,,-0.012641,0.037657,-0.01941,0.039722,-7.161e-07,-5.0301e-06,-1.908e-07
9105,Subterraneo,,,,-0.012641,0.037066,0.0,0.039162,0.0,0.0,-1.908e-07
9106,Subterraneo,,,,-0.015196,0.107675,-0.018377,0.108742,-1.4773e-06,-4.4471e-06,-6.096e-07
9107,Subterraneo,,,,-0.015196,0.105785,0.0,0.106871,0.0,0.0,-6.096e-07
9108,Subterraneo,,,,-0.017308,0.177816,-0.018078,0.178656,-1.4039e-06,-4.2783e-06,-9.587e-07
9109,Subterraneo,,,,-0.008541,0.003588,-0.109382,0.009264,-4.7649e-06,-1.0052e-06,1.01e-08
9110,Subterraneo,,,,-0.008541,0.00356,-0.109382,0.009254,-4.8769e-06,-1.0052e-06,1.01e-08
9111,Subterraneo,,,,-0.012856,0.037094,-0.14617,0.039259,-1.52849e-05,-1.1185e-06,-1.908e-07
9112,Subterraneo,,,,-0.012856,0.037628,-0.14617,0.039764,-1.55435e-05,-1.1185e-06,-1.908e-07
9113,Subterraneo,,,,-0.015882,0.105877,-0.171022,0.107061,-2.02938e-05,-7.066e-07,-6.096e-07
9114,Subterraneo,,,,-0.015882,0.107584,-0.171022,0.10875,-2.06097e-05,-7.066e-07,-6.096e-07
9115,Subterraneo,,,,-0.018386,0.174987,-0.17699,0.175951,-1.89727e-05,-7.018e-07,-9.587e-07
9116,Subterraneo,,,,-0.018386,0.177672,-0.17699,0.178621,-1.92266e-05,-7.018e-07,-9.587e-07
