id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
194,beam_x,60x80,60.0,80.0,0.48,120,126,-4500,0,1424.0,-5000,0,1424.0,5.0,-0.0,0.0,-9.606794,-3.602235,-20.943485,-0.0
195,beam_x,60x80,60.0,80.0,0.48,121,127,-4500,725.0,1424.0,-5000,725.0,1424.0,5.0,-0.0,0.0,-14.428424,-2.355427,-30.6513,-0.0
196,beam_x,60x80,60.0,80.0,0.48,122,128,-4500,1615.0,1424.0,-5000,1615.0,1424.0,5.0,-0.0,0.0,-10.408397,-1.470314,-22.272952,-0.0
197,beam_x,60x80,60.0,80.0,0.48,155,161,-4500,0,1780.0,-5000,0,1780.0,5.0,0.0,-0.0,-9.429748,-4.796319,-18.299192,0.0
198,beam_x,60x80,60.0,80.0,0.48,156,162,-4500,725.0,1780.0,-5000,725.0,1780.0,5.0,0.0,-0.0,-14.303828,-1.907425,-26.947056,0.0
199,beam_x,60x80,60.0,80.0,0.48,157,163,-4500,1615.0,1780.0,-5000,1615.0,1780.0,5.0,0.0,-0.0,-10.281448,1.521553,-19.545627,0.0
200,beam_y,60x80,60.0,80.0,0.48,126,127,-5000,0,1424.0,-5000,725.0,1424.0,7.25,-0.0,0.0,0.0,0.0,0.0,0.0
201,beam_y,60x80,60.0,80.0,0.48,127,128,-5000,725.0,1424.0,-5000,1615.0,1424.0,8.9,0.0,0.0,0.0,-0.0,0.0,-0.0
202,beam_y,60x80,60.0,80.0,0.48,161,162,-5000,0,1780.0,-5000,725.0,1780.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0
203,beam_y,60x80,60.0,80.0,0.48,162,163,-5000,725.0,1780.0,-5000,1615.0,1780.0,8.9,0.0,0.0,0.0,-0.0,0.0,-0.0
204,beam_y,60x80,60.0,80.0,0.48,32,33,-1500,0,712.0,-1500,725.0,712.0,7.25,0.0,0.0,14.625047,17.671932,0.0,-0.0
205,beam_y,60x80,60.0,80.0,0.48,33,34,-1500,725.0,712.0,-1500,1615.0,712.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
206,beam_y,60x80,60.0,80.0,0.48,47,48,-3500,0,712.0,-3500,725.0,712.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
207,beam_y,60x80,60.0,80.0,0.48,48,49,-3500,725.0,712.0,-3500,1615.0,712.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
208,beam_y,60x80,60.0,80.0,0.48,81,82,-3500,0,1068.0,-3500,725.0,1068.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
209,beam_y,60x80,60.0,80.0,0.48,82,83,-3500,725.0,1068.0,-3500,1615.0,1068.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
210,beam_y,60x80,60.0,80.0,0.48,114,115,-3500,0,1424.0,-3500,725.0,1424.0,7.25,-0.0,0.0,23.4375,28.320312,-0.0,0.0
211,beam_y,60x80,60.0,80.0,0.48,115,116,-3500,725.0,1424.0,-3500,1615.0,1424.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
212,beam_y,60x80,60.0,80.0,0.48,149,150,-3500,0,1780.0,-3500,725.0,1780.0,7.25,0.0,0.0,23.4375,28.320312,-0.0,0.0
213,beam_y,60x80,60.0,80.0,0.48,150,151,-3500,725.0,1780.0,-3500,1615.0,1780.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
214,beam_y,60x80,60.0,80.0,0.48,41,42,-2500,0,712.0,-2500,725.0,712.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
215,beam_y,60x80,60.0,80.0,0.48,42,43,-2500,725.0,712.0,-2500,1615.0,712.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
216,beam_y,60x80,60.0,80.0,0.48,74,75,-2500,0,1068.0,-2500,725.0,1068.0,7.25,0.0,0.0,23.4375,28.320312,0.0,-0.0
217,beam_y,60x80,60.0,80.0,0.48,75,76,-2500,725.0,1068.0,-2500,1615.0,1068.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
218,beam_y,60x80,60.0,80.0,0.48,107,108,-2500,0,1424.0,-2500,725.0,1424.0,7.25,-0.0,0.0,23.4375,28.320312,-0.0,0.0
219,beam_y,60x80,60.0,80.0,0.48,108,109,-2500,725.0,1424.0,-2500,1615.0,1424.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
220,beam_y,60x80,60.0,80.0,0.48,142,143,-2500,0,1780.0,-2500,725.0,1780.0,7.25,0.0,0.0,23.4375,28.320312,-0.0,0.0
221,beam_y,60x80,60.0,80.0,0.48,143,144,-2500,725.0,1780.0,-2500,1615.0,1780.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
222,beam_y,60x80,60.0,80.0,0.48,63,64,-1500,0,1068.0,-1500,725.0,1068.0,7.25,0.0,0.0,14.625047,17.671932,0.0,-0.0
223,beam_y,60x80,60.0,80.0,0.48,64,65,-1500,725.0,1068.0,-1500,1615.0,1068.0,8.9,-0.0,0.0,23.4375,34.765625,-0.0,0.0
224,beam_y,60x80,60.0,80.0,0.48,100,101,-1500,0,1424.0,-1500,725.0,1424.0,7.25,-0.0,0.0,15.39375,18.600781,-0.0,0.0
225,beam_y,60x80,60.0,80.0,0.48,101,102,-1500,725.0,1424.0,-1500,1615.0,1424.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
226,beam_y,60x80,60.0,80.0,0.48,135,136,-1500,0,1780.0,-1500,725.0,1780.0,7.25,0.0,0.0,23.4375,28.320312,-0.0,0.0
227,beam_y,60x80,60.0,80.0,0.48,136,137,-1500,725.0,1780.0,-1500,1615.0,1780.0,8.9,0.0,0.0,23.4375,34.765625,0.0,-0.0
228,beam_y,40x60,40.0,60.0,0.24,123,124,-4755.0,0,1424.0,-4755.0,725.0,1424.0,7.25,-0.0,0.0,0.0,0.0,0.0,0.0
229,beam_y,40x60,40.0,60.0,0.24,124,125,-4755.0,725.0,1424.0,-4755.0,1615.0,1424.0,8.9,0.0,0.0,0.0,-0.0,0.0,-0.0
230,beam_y,40x60,40.0,60.0,0.24,158,159,-4755.0,0,1780.0,-4755.0,725.0,1780.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0
231,beam_y,40x60,40.0,60.0,0.24,159,160,-4755.0,725.0,1780.0,-4755.0,1615.0,1780.0,8.9,0.0,0.0,0.0,-0.0,0.0,-0.0
232,beam_y,60x80,60.0,80.0,0.48,36,37,-1749.0,0,712.0,-1749.0,725.0,712.0,7.25,0.0,0.0,5.859469,7.080191,0.0,-0.0
233,beam_y,60x80,60.0,80.0,0.48,29,28,-1000,0,712.0,-1000,-412.0,712.0,4.12,0.0,0.0,-0.536758,22.827101,-7.067603,0.0
234,beam_x,60x80,60.0,80.0,0.48,28,35,-1000,-412.0,712.0,-1749.0,-412.0,712.0,7.49,0.0,-0.0,7.95675,0.0,9.932676,0.0
235,beam_y,60x80,60.0,80.0,0.48,35,36,-1749.0,-412.0,712.0,-1749.0,0,712.0,4.12,-0.0,0.0,20.973375,14.401718,-0.0,0.0
236,beam_y,60x80,60.0,80.0,0.48,67,68,-1749.0,0,1068.0,-1749.0,725.0,1068.0,7.25,0.0,0.0,5.859469,7.080191,0.0,-0.0
237,beam_y,60x80,60.0,80.0,0.48,60,59,-1000,0,1068.0,-1000,-412.0,1068.0,4.12,-0.0,-0.0,-18.527112,57.211147,-6.468863,-0.0
238,beam_x,60x80,60.0,80.0,0.48,59,66,-1000,-412.0,1068.0,-1749.0,-412.0,1068.0,7.49,0.0,0.0,7.95675,0.0,9.932676,-0.0
239,beam_y,60x80,60.0,80.0,0.48,66,67,-1749.0,-412.0,1068.0,-1749.0,0,1068.0,4.12,0.0,0.0,20.973375,14.401718,0.0,-0.0
240,beam_x,30x45,30.0,45.0,0.135,69,73,-2000,-246.0,1068.0,-2500,-246.0,1068.0,5.0,0.0,0.0,2.836688,0.0,2.363906,-0.0
241,beam_x,30x45,30.0,45.0,0.135,73,77,-2500,-246.0,1068.0,-3000,-246.0,1068.0,5.0,0.0,-0.0,2.836688,0.0,2.363906,0.0
242,beam_y,60x80,60.0,80.0,0.48,70,69,-2000,0,1068.0,-2000,-246.0,1068.0,2.46,0.0,0.0,-77.054259,81.144479,3.338743,0.0
243,beam_y,60x80,60.0,80.0,0.48,74,73,-2500,0,1068.0,-2500,-246.0,1068.0,2.46,0.0,0.0,17.389125,-7.129541,0.0,0.0
244,beam_y,60x80,60.0,80.0,0.48,78,77,-3000,0,1068.0,-3000,-246.0,1068.0,2.46,0.0,0.0,-72.591889,74.687429,0.062663,0.0
245,beam_y,60x80,60.0,80.0,0.48,98,99,-1220.0,0,1424.0,-1220.0,725.0,1424.0,7.25,-0.0,0.0,5.94375,7.182031,-0.0,0.0
246,beam_y,60x80,60.0,80.0,0.48,94,93,-1000,0,1424.0,-1000,-246.0,1424.0,2.46,-0.0,-0.0,-200.559332,204.350071,-10.883941,-0.0
247,beam_x,60x80,60.0,80.0,0.48,93,97,-1000,-246.0,1424.0,-1220.0,-246.0,1424.0,2.2,0.0,0.0,2.805,0.0,1.0285,-0.0
248,beam_y,60x80,60.0,80.0,0.48,97,98,-1220.0,-246.0,1424.0,-1220.0,0,1424.0,2.46,0.0,0.0,2.26875,0.930187,0.0,-0.0
249,beam_y,60x80,60.0,80.0,0.48,104,103,-2000,0,1424.0,-2000,-412.0,1424.0,4.12,0.0,0.0,-6.413429,46.500236,0.665147,0.0
250,beam_x,60x80,60.0,80.0,0.48,103,110,-2000,-412.0,1424.0,-3000,-412.0,1424.0,10.0,0.0,-0.0,7.95675,0.0,13.26125,0.0
251,beam_y,60x80,60.0,80.0,0.48,110,111,-3000,-412.0,1424.0,-3000,0,1424.0,4.12,-0.0,0.0,67.931071,105.980747,-0.659685,0.0
252,beam_y,60x80,60.0,80.0,0.48,139,138,-2000,0,1780.0,-2000,-412.0,1780.0,4.12,0.0,0.0,-6.795201,40.724324,-0.884948,0.0
253,beam_x,60x80,60.0,80.0,0.48,138,145,-2000,-412.0,1780.0,-3000,-412.0,1780.0,10.0,0.0,-0.0,7.95675,0.0,13.26125,0.0
254,beam_y,60x80,60.0,80.0,0.48,145,146,-3000,-412.0,1780.0,-3000,0,1780.0,4.12,-0.0,0.0,67.542806,112.278251,-0.977592,0.0
255,column,70x70,70.0,70.0,0.49,182,185,1080.0,0,0,1080.0,0,356.0,3.56,0.515009,0.237814,0.0,-0.423309,0.916715,-0.013772
256,column,70x70,70.0,70.0,0.49,185,188,1080.0,0,356.0,1080.0,0,712.0,3.56,1.922106,5.268817,1211.670933,-5.816573,2.64073,0.012302
257,column,70x70,70.0,70.0,0.49,188,191,1080.0,0,712.0,1080.0,0,1068.0,3.56,4.554364,10.218187,903.367856,-16.832873,7.482699,0.029353
258,column,70x70,70.0,70.0,0.49,191,194,1080.0,0,1068.0,1080.0,0,1424.0,3.56,5.797684,8.830487,595.207747,-15.360278,10.296008,0.061203
259,column,70x70,70.0,70.0,0.49,194,197,1080.0,0,1424.0,1080.0,0,1780.0,3.56,9.929964,15.728207,286.906386,-24.15634,15.14488,0.051007
260,column,70x70,70.0,70.0,0.49,183,186,1080.0,725.0,0,1080.0,725.0,356.0,3.56,0.605913,0.237814,0.0,-0.423309,1.078526,-0.013772
261,column,70x70,70.0,70.0,0.49,186,189,1080.0,725.0,356.0,1080.0,725.0,712.0,3.56,8.03119,1.248866,1864.377259,-1.046231,9.841997,0.012302
262,column,70x70,70.0,70.0,0.49,189,192,1080.0,725.0,712.0,1080.0,725.0,1068.0,3.56,16.0489,1.44446,1392.89995,-1.651042,28.353727,0.029353
263,column,70x70,70.0,70.0,0.49,192,195,1080.0,725.0,1068.0,1080.0,725.0,1424.0,3.56,17.764532,-0.374145,928.3721,1.2037,30.78127,0.061203
264,column,70x70,70.0,70.0,0.49,195,198,1080.0,725.0,1424.0,1080.0,725.0,1780.0,3.56,17.852994,0.932281,469.025331,-1.316825,32.502863,0.051007
265,column,70x70,70.0,70.0,0.49,184,187,1080.0,1615.0,0,1080.0,1615.0,356.0,3.56,0.717507,0.237814,0.0,-0.423309,1.277162,-0.013772
266,column,70x70,70.0,70.0,0.49,187,190,1080.0,1615.0,356.0,1080.0,1615.0,712.0,3.56,6.238854,-5.683103,1309.791995,7.179705,7.655948,0.012302
267,column,70x70,70.0,70.0,0.49,190,193,1080.0,1615.0,712.0,1080.0,1615.0,1068.0,3.56,11.640648,-12.208299,984.960125,22.776169,20.972861,0.029353
268,column,70x70,70.0,70.0,0.49,193,196,1080.0,1615.0,1068.0,1080.0,1615.0,1424.0,3.56,13.38899,-12.724734,659.345073,23.835069,22.354452,0.061203
269,column,70x70,70.0,70.0,0.49,196,199,1080.0,1615.0,1424.0,1080.0,1615.0,1780.0,3.56,8.014382,-19.797962,334.137224,29.963758,18.918926,0.051007
270,column,70x70,70.0,70.0,0.49,200,203,2080.0,0,0,2080.0,0,356.0,3.56,0.515009,0.112428,0.0,-0.200122,0.916715,-0.013772
271,column,70x70,70.0,70.0,0.49,203,206,2080.0,0,356.0,2080.0,0,712.0,3.56,-2.440776,4.240664,1178.288158,-4.662953,-2.536556,0.012302
272,column,70x70,70.0,70.0,0.49,206,209,2080.0,0,712.0,2080.0,0,1068.0,3.56,-6.05839,7.9551,878.385591,-12.952926,-10.288389,0.029353
273,column,70x70,70.0,70.0,0.49,209,212,2080.0,0,1068.0,2080.0,0,1424.0,3.56,-6.402665,6.595294,578.557311,-11.388786,-11.598254,0.061203
274,column,70x70,70.0,70.0,0.49,212,215,2080.0,0,1424.0,2080.0,0,1780.0,3.56,-11.767631,11.96695,278.562997,-18.304541,-17.664165,0.051007
275,column,70x70,70.0,70.0,0.49,201,204,2080.0,725.0,0,2080.0,725.0,356.0,3.56,0.605913,0.112428,0.0,-0.200122,1.078526,-0.013772
276,column,70x70,70.0,70.0,0.49,204,207,2080.0,725.0,356.0,2080.0,725.0,712.0,3.56,-12.610546,1.161976,1684.039719,-1.009576,-14.652862,0.012302
277,column,70x70,70.0,70.0,0.49,207,210,2080.0,725.0,712.0,2080.0,725.0,1068.0,3.56,-25.267963,1.268388,1253.457157,-1.36465,-45.170476,0.029353
278,column,70x70,70.0,70.0,0.49,210,213,2080.0,725.0,1068.0,2080.0,725.0,1424.0,3.56,-24.607609,-0.368147,827.918093,1.15602,-44.034821,0.061203
279,column,70x70,70.0,70.0,0.49,213,216,2080.0,725.0,1424.0,2080.0,725.0,1780.0,3.56,-34.521553,0.757625,406.083702,-1.021048,-55.39539,0.051007
280,column,70x70,70.0,70.0,0.49,202,205,2080.0,1615.0,0,2080.0,1615.0,356.0,3.56,0.717507,0.112428,0.0,-0.200122,1.277162,-0.013772
281,column,70x70,70.0,70.0,0.49,205,208,2080.0,1615.0,356.0,2080.0,1615.0,712.0,3.56,-4.67184,-4.413385,1300.808784,5.606519,-5.291409,0.012302
282,column,70x70,70.0,70.0,0.49,208,211,2080.0,1615.0,712.0,2080.0,1615.0,1068.0,3.56,-10.025993,-9.737676,970.009071,18.311974,-17.685576,0.029353
283,column,70x70,70.0,70.0,0.49,211,214,2080.0,1615.0,1068.0,2080.0,1615.0,1424.0,3.56,-10.508132,-10.273768,639.231471,19.355123,-18.767189,0.061203
284,column,70x70,70.0,70.0,0.49,214,217,2080.0,1615.0,1424.0,2080.0,1615.0,1780.0,3.56,-16.246315,-16.055447,307.864929,24.240701,-25.464629,0.051007
285,column,70x70,70.0,70.0,0.49,218,219,2830.0,725.0,0,2830.0,725.0,356.0,3.56,0.605913,0.018389,0.0,-0.032732,1.078526,-0.013772
286,column,70x70,70.0,70.0,0.49,219,220,2830.0,725.0,356.0,2830.0,725.0,712.0,3.56,-9.142128,1.815237,1002.787809,-1.834619,-10.537006,0.012302
287,column,70x70,70.0,70.0,0.49,220,221,2830.0,725.0,712.0,2830.0,725.0,1068.0,3.56,-18.603753,2.90606,741.500728,-4.102467,-33.146425,0.029353
288,column,70x70,70.0,70.0,0.49,221,222,2830.0,725.0,1068.0,2830.0,725.0,1424.0,3.56,-18.149633,1.880449,483.898908,-2.790276,-32.579016,0.061203
289,column,70x70,70.0,70.0,0.49,222,223,2830.0,725.0,1424.0,2830.0,725.0,1780.0,3.56,-26.26151,3.825195,228.499952,-6.010295,-41.722347,0.051007
290,column,70x70,70.0,70.0,0.49,166,169,80.0,1615.0,0,80.0,1615.0,356.0,3.56,0.717507,0.3632,0.0,-0.646496,1.277162,-0.013772
291,column,70x70,70.0,70.0,0.49,169,172,80.0,1615.0,356.0,80.0,1615.0,712.0,3.56,9.286142,-0.035581,537.272469,0.544433,11.272063,0.012302
292,column,70x70,70.0,70.0,0.49,172,175,80.0,1615.0,712.0,80.0,1615.0,1068.0,3.56,18.761409,-0.35702,404.99677,2.036581,33.038947,0.029353
293,column,70x70,70.0,70.0,0.49,175,178,80.0,1615.0,1068.0,80.0,1615.0,1424.0,3.56,13.337104,-0.870716,271.455033,2.552901,27.126736,0.061203
294,column,70x70,70.0,70.0,0.49,178,181,80.0,1615.0,1424.0,80.0,1615.0,1780.0,3.56,38.060099,-1.340317,136.525915,1.154241,49.67775,0.051007
295,wall,60x291.5,60.0,291.5,1.749,9364,9365,3195.0,36.75,0.0,3195.0,36.75,356.0,3.56,11.378249,-0.075214,692.115905,0.131852,32.585624,-0.852463
296,wall,60x291.5,60.0,291.5,1.749,9365,9366,3195.0,36.75,356.0,3195.0,36.75,712.0,3.56,-4.53187,0.770327,545.520601,-0.135911,-7.920942,0.761463
297,wall,60x291.5,60.0,291.5,1.749,9366,9367,3195.0,36.75,712.0,3195.0,36.75,1068.0,3.56,1.290519,0.324256,398.925298,2.606452,8.212516,1.816914
298,wall,60x291.5,60.0,291.5,1.749,9367,9368,3195.0,36.75,1068.0,3195.0,36.75,1424.0,3.56,3.036266,-1.212134,252.329995,3.760804,3.618267,3.788332
299,wall,60x291.5,60.0,356.0,2.136,9368,9369,3195.0,36.75,1424.0,3195.0,36.75,1780.0,3.56,-2.019899,0.155728,89.516172,-0.554392,-7.190839,5.750989
300,wall,30x356,30.0,356.0,1.068,9370,9371,3020.0,-15.0,0.0,3195.0,-15.0,356.0,3.9669,24.860637,0.007337,49.873524,-0.02612,1.225201,-0.043016
301,wall,30x356,30.0,356.0,1.068,9372,9373,3020.0,-15.0,356.0,3195.0,-15.0,712.0,3.9669,26.006552,-0.14609,49.873524,0.520079,5.304658,0.404353
302,wall,30x356,30.0,356.0,1.068,9374,9375,3020.0,-15.0,712.0,3195.0,-15.0,1068.0,3.9669,29.22852,-0.96887,49.873524,3.449176,16.774864,2.591507
303,wall,30x356,30.0,356.0,1.068,9376,9377,3020.0,-15.0,1068.0,3195.0,-15.0,1424.0,3.9669,31.105712,-1.981749,49.873524,7.055027,23.457666,5.302738
304,wall,30x356,30.0,356.0,1.068,9378,9379,3020.0,-15.0,1424.0,3195.0,-15.0,1780.0,3.9669,29.005199,-2.070779,49.873524,7.371975,15.979842,5.518617
305,wall,60x292,60.0,292.0,1.752,9380,9381,3195.0,1578.5,0.0,3195.0,1578.5,356.0,3.56,20.716281,-0.075347,692.99598,0.132083,50.901358,-0.856857
306,wall,60x292,60.0,292.0,1.752,9381,9382,3195.0,1578.5,356.0,3195.0,1578.5,712.0,3.56,-8.980614,0.77166,546.149226,-0.136154,-22.848603,0.765388
307,wall,60x292,60.0,292.0,1.752,9382,9383,3195.0,1578.5,712.0,3195.0,1578.5,1068.0,3.56,5.779581,0.324768,399.302473,2.610957,9.122384,1.826279
308,wall,60x292,60.0,292.0,1.752,9383,9384,3195.0,1578.5,1068.0,3195.0,1578.5,1424.0,3.56,-3.990669,-1.214048,252.45572,3.767131,-11.452923,3.807859
309,wall,60x292,60.0,356.0,2.136,9384,9385,3195.0,1578.5,1424.0,3195.0,1578.5,1780.0,3.56,0.773556,0.155865,89.516172,-0.554881,2.75386,5.750989
310,wall,30x356,30.0,356.0,1.068,9386,9387,3020.0,1630.0,0.0,3195.0,1630.0,356.0,3.9669,27.348366,0.007337,49.873524,-0.02612,10.081514,-0.043016
311,wall,30x356,30.0,356.0,1.068,9388,9389,3020.0,1630.0,356.0,3195.0,1630.0,712.0,3.9669,23.784389,-0.14609,49.873524,0.520079,-2.606242,0.404353
312,wall,30x356,30.0,356.0,1.068,9390,9391,3020.0,1630.0,712.0,3195.0,1630.0,1068.0,3.9669,23.926253,-0.96887,49.873524,3.449176,-2.101209,2.591507
313,wall,30x356,30.0,356.0,1.068,9392,9393,3020.0,1630.0,1068.0,3195.0,1630.0,1424.0,3.9669,20.050289,-1.981749,49.873524,7.055027,-15.899638,5.302738
314,wall,30x356,30.0,356.0,1.068,9394,9395,3020.0,1630.0,1424.0,3195.0,1630.0,1780.0,3.9669,19.791468,-2.070779,49.873524,7.371975,-16.821041,5.518617
315,wall,25x795,25.0,795.0,1.9875,9396,9397,57.5,362.5,0.0,57.5,362.5,356.0,3.56,112.988754,0.140958,657.646312,-0.279627,308.057633,-7.205267
316,wall,25x795,25.0,795.0,1.9875,9397,9398,57.5,362.5,356.0,57.5,362.5,712.0,3.56,-47.156866,0.080779,491.06074,0.222184,-94.182332,6.436103
317,wall,25x795,25.0,795.0,1.9875,9398,9399,57.5,362.5,712.0,57.5,362.5,1068.0,3.56,22.500368,0.126285,324.475168,0.509757,73.69611,15.357084
318,wall,25x795,25.0,795.0,1.9875,9399,9400,57.5,362.5,1068.0,57.5,362.5,1424.0,3.56,-0.374119,-0.307853,157.889596,0.959333,-6.405199,32.020084
319,wall,25x795,25.0,356.0,0.89,9400,9401,57.5,362.5,1424.0,57.5,362.5,1780.0,3.56,-1.425094,0.038377,37.298405,-0.136623,-5.073334,2.396245
320,wall,25x585,25.0,585.0,1.4625,9402,9403,57.5,1292.5,0.0,57.5,1292.5,356.0,3.56,63.623006,0.103929,503.633236,-0.206007,159.242155,-2.870888
321,wall,25x585,25.0,585.0,1.4625,9403,9404,57.5,1292.5,356.0,57.5,1292.5,712.0,3.56,-27.281269,0.058825,381.0514,0.163981,-67.255745,2.56442
322,wall,25x585,25.0,585.0,1.4625,9404,9405,57.5,1292.5,712.0,57.5,1292.5,1068.0,3.56,16.367051,0.095186,258.469564,0.373399,29.865572,6.118923
323,wall,25x585,25.0,585.0,1.4625,9405,9406,57.5,1292.5,1068.0,57.5,1292.5,1424.0,3.56,-8.205524,-0.234952,135.887728,0.712259,-28.40113,12.758178
324,wall,25x585,25.0,356.0,0.89,9406,9407,57.5,1292.5,1424.0,57.5,1292.5,1780.0,3.56,0.227679,0.034879,37.298405,-0.124168,0.810536,2.396245
325,wall,30x2695,269.5,30.0,0.8085,9408,9409,199.75,1292.0,0.0,199.75,1292.0,356.0,3.56,7.467336,0.080166,1041.333745,-0.157739,18.685445,-0.336827
326,wall,30x2695,269.5,30.0,0.8085,9409,9410,199.75,1292.0,356.0,199.75,1292.0,712.0,3.56,-3.212086,0.044012,973.567991,0.12765,-7.89827,0.30087
327,wall,30x2695,269.5,30.0,0.8085,9410,9411,199.75,1292.0,712.0,199.75,1292.0,1068.0,3.56,1.963249,0.091379,905.802238,0.284333,3.536756,0.717902
328,wall,30x2695,269.5,30.0,0.8085,9411,9412,199.75,1292.0,1068.0,199.75,1292.0,1424.0,3.56,-1.124171,-0.249546,838.036484,0.609643,-3.452411,1.496851
329,wall,30x2695,269.5,356.0,9.5942,9412,9413,199.75,1292.0,1424.0,199.75,1292.0,1780.0,3.56,0.154392,0.078298,402.076804,-0.278742,0.549637,25.831524
330,wall,25x282,25.0,282.0,0.705,9414,9415,322.0,1136.0,0.0,322.0,1136.0,356.0,3.56,6.775427,0.045677,281.414369,-0.090447,17.148839,-0.321585
331,wall,25x282,25.0,282.0,0.705,9415,9416,322.0,1136.0,356.0,322.0,1136.0,712.0,3.56,-2.893801,0.029776,222.323638,0.072163,-6.971682,0.287256
332,wall,25x282,25.0,282.0,0.705,9416,9417,322.0,1136.0,712.0,322.0,1136.0,1068.0,3.56,1.686281,0.046623,163.232906,0.178166,3.330248,0.685417
333,wall,25x282,25.0,282.0,0.705,9417,9418,322.0,1136.0,1068.0,322.0,1136.0,1424.0,3.56,-0.739098,-0.120902,104.142175,0.344143,-2.672913,1.429119
334,wall,25x282,25.0,356.0,0.89,9418,9419,322.0,1136.0,1424.0,322.0,1136.0,1780.0,3.56,-0.011721,0.024232,37.298405,-0.086267,-0.041725,2.396245
335,beam_x,60x80,60.0,80.0,0.48,167,185,60.0,0,356.0,1080.0,0,356.0,10.2,0.0,0.0,44.934375,0.0,-76.388437,0.0
336,beam_x,60x80,60.0,80.0,0.48,170,188,60.0,0,712.0,1080.0,0,712.0,10.2,0.0,-0.0,47.277672,1.654232,-88.687845,-0.0
337,beam_x,60x80,60.0,80.0,0.48,173,191,60.0,0,1068.0,1080.0,0,1068.0,10.2,0.0,-0.0,49.013678,2.283755,-97.820158,-0.0
338,beam_x,60x80,60.0,80.0,0.48,176,194,60.0,0,1424.0,1080.0,0,1424.0,10.2,0.0,-0.0,50.259232,2.450013,-104.183141,-0.0
339,beam_x,60x80,60.0,80.0,0.48,179,197,60.0,0,1780.0,1080.0,0,1780.0,10.2,0.0,-0.0,50.19794,4.23333,-105.000552,-0.0
340,beam_x,60x80,60.0,80.0,0.48,168,186,60.0,725.0,356.0,1080.0,725.0,356.0,10.2,0.0,0.0,78.351562,0.0,-133.197656,0.0
341,beam_x,60x80,60.0,80.0,0.48,171,189,60.0,725.0,712.0,1080.0,725.0,712.0,10.2,0.0,-0.0,81.102808,0.546508,-149.217769,-0.0
342,beam_x,60x80,60.0,80.0,0.48,174,192,60.0,725.0,1068.0,1080.0,725.0,1068.0,10.2,0.0,-0.0,83.976281,0.973821,-163.967739,-0.0
343,beam_x,60x80,60.0,80.0,0.48,177,195,60.0,725.0,1424.0,1080.0,725.0,1424.0,10.2,0.0,-0.0,85.70826,1.22355,-173.17576,-0.0
344,beam_x,60x80,60.0,80.0,0.48,180,198,60.0,725.0,1780.0,1080.0,725.0,1780.0,10.2,0.0,-0.0,114.180335,1.382677,-225.255732,-0.0
345,beam_x,60x80,60.0,80.0,0.48,169,187,80.0,1615.0,356.0,1080.0,1615.0,356.0,10.0,0.0,0.0,35.355187,0.0,-58.925312,0.0
346,beam_x,60x80,60.0,80.0,0.48,172,190,80.0,1615.0,712.0,1080.0,1615.0,712.0,10.0,0.0,0.0,34.699945,-1.618817,-54.825548,0.0
347,beam_x,60x80,60.0,80.0,0.48,175,193,80.0,1615.0,1068.0,1080.0,1615.0,1068.0,10.0,0.0,-0.0,35.965984,-1.78731,-60.878407,-0.0
348,beam_x,60x80,60.0,80.0,0.48,178,196,80.0,1615.0,1424.0,1080.0,1615.0,1424.0,10.0,0.0,0.0,37.353364,-1.701088,-70.031104,0.0
349,beam_x,60x80,60.0,80.0,0.48,181,199,80.0,1615.0,1780.0,1080.0,1615.0,1780.0,10.0,0.0,-0.0,59.485239,-3.617287,-85.816202,-0.0
350,beam_y,60x80,60.0,80.0,0.48,187,186,1080.0,1615.0,356.0,1080.0,725.0,356.0,8.9,0.0,0.0,23.4375,-34.765625,0.0,0.0
351,beam_y,60x80,60.0,80.0,0.48,186,185,1080.0,725.0,356.0,1080.0,0,356.0,7.25,0.0,0.0,23.4375,-28.320312,0.0,0.0
352,beam_y,60x80,60.0,80.0,0.48,190,189,1080.0,1615.0,712.0,1080.0,725.0,712.0,8.9,0.0,0.0,24.586233,-37.772525,-0.534552,0.0
