id,tipo,seccion,b_cm,h_cm,A_m2,nodo_i,nodo_j,xi_cm,yi_cm,zi_cm,xj_cm,yj_cm,zj_cm,L_m,Fx_kN,Fy_kN,Fz_kN,Mx_kNm,My_kNm,Mz_kNm
1,column,70x70,70.0,70.0,0.49,1,7,0,0,0,0,0,356.0,3.56,-12.938569,-5.073809,984.791116,4.86496,-12.499939,0.029579
2,column,70x70,70.0,70.0,0.49,4,10,-1000,0,0,-1000,0,356.0,3.56,0.570185,-8.581351,2300.886322,9.503617,11.601721,2.082559
3,column,70x70,70.0,70.0,0.49,2,8,0,725.0,0,0,725.0,356.0,3.56,-23.653469,4.952761,1509.636312,-7.033237,-25.330798,0.029579
4,column,70x70,70.0,70.0,0.49,5,11,-1000,725.0,0,-1000,725.0,356.0,3.56,30.869915,7.691873,2818.355349,-10.123865,39.370285,0.029579
5,column,70x70,70.0,70.0,0.49,3,9,0,1615.0,0,0,1615.0,356.0,3.56,-17.742449,17.01484,1191.847252,-21.346904,-18.458596,0.029579
6,column,70x70,70.0,70.0,0.49,6,12,-1000,1615.0,0,-1000,1615.0,356.0,3.56,2.145585,6.710837,2040.365779,-7.5807,12.770925,-1.382953
7,beam_x,60x80,60.0,80.0,0.48,7,10,0,0,356.0,-1000,0,356.0,10.0,122.699362,0.286136,53.463964,-0.760195,79.685834,-0.92491
8,beam_x,60x80,60.0,80.0,0.48,8,11,0,725.0,356.0,-1000,725.0,356.0,10.0,0.0,-0.0,100.168528,0.845568,160.860728,0.0
9,beam_x,60x80,60.0,80.0,0.48,9,12,0,1615.0,356.0,-1000,1615.0,356.0,10.0,115.976769,-0.284263,82.693202,-2.167185,122.125109,1.073324
10,beam_y,60x80,60.0,80.0,0.48,7,8,0,0,356.0,0,725.0,356.0,7.25,-2.575452,7.016812,-16.392487,-43.338268,-13.047402,4.648038
11,beam_y,60x80,60.0,80.0,0.48,10,11,-1000,0,356.0,-1000,725.0,356.0,7.25,-10.149428,3.655178,-82.133655,-157.796671,-13.826932,17.000938
12,beam_y,60x80,60.0,80.0,0.48,8,9,0,725.0,356.0,0,1615.0,356.0,8.9,-0.687218,-1.684117,4.717293,-33.717237,-13.453717,1.980988
13,beam_y,60x80,60.0,80.0,0.48,11,12,-1000,725.0,356.0,-1000,1615.0,356.0,8.9,-1.686688,-19.665827,-48.803031,-145.682582,16.577219,3.73073
14,column,70x70,70.0,70.0,0.49,7,25,0,0,356.0,0,0,712.0,3.56,-18.404718,-24.101042,829.660606,30.900663,-33.077065,0.058661
15,column,70x70,70.0,70.0,0.49,10,29,-1000,0,356.0,-1000,0,712.0,3.56,-62.297612,-11.93682,2227.036519,19.675614,-93.346728,-1.994319
16,column,70x70,70.0,70.0,0.49,8,26,0,725.0,356.0,0,725.0,712.0,3.56,-36.55422,33.348621,1293.718723,-49.171133,-67.327539,0.058661
17,column,70x70,70.0,70.0,0.49,11,30,-1000,725.0,356.0,-1000,725.0,712.0,3.56,-11.21207,15.341755,2725.062326,-31.056088,27.446228,0.058661
18,column,70x70,70.0,70.0,0.49,9,27,0,1615.0,356.0,0,1615.0,712.0,3.56,-34.233726,-0.908676,1032.822329,-22.832807,-57.557082,0.058661
19,column,70x70,70.0,70.0,0.49,12,31,-1000,1615.0,356.0,-1000,1615.0,712.0,3.56,-33.674566,-21.010469,1861.911629,9.109041,-56.180241,1.471194
20,beam_x,60x80,60.0,80.0,0.48,25,29,0,0,712.0,-1000,0,712.0,10.0,0.0,0.0,51.874909,4.179304,79.875471,-0.0
21,beam_x,60x80,60.0,80.0,0.48,26,30,0,725.0,712.0,-1000,725.0,712.0,10.0,0.0,0.0,91.025916,-5.75661,137.769472,-0.0
22,beam_x,60x80,60.0,80.0,0.48,27,31,0,1615.0,712.0,-1000,1615.0,712.0,10.0,0.0,0.0,82.592482,-3.98592,121.795295,-0.0
23,beam_y,60x80,60.0,80.0,0.48,25,26,0,0,712.0,0,725.0,712.0,7.25,-12.257334,-8.916947,-36.304818,-58.770262,-12.344156,22.153482
24,beam_y,60x80,60.0,80.0,0.48,29,30,-1000,0,712.0,-1000,725.0,712.0,7.25,0.0,0.0,76.922922,121.275152,2.414767,-0.0
25,beam_y,60x80,60.0,80.0,0.48,26,27,0,725.0,712.0,0,1615.0,712.0,8.9,-0.0,0.0,37.537853,39.802657,1.059494,0.0
26,beam_y,60x80,60.0,80.0,0.48,30,31,-1000,725.0,712.0,-1000,1615.0,712.0,8.9,-0.0,0.0,85.522901,123.965832,-10.173199,0.0
27,column,70x70,70.0,70.0,0.49,25,56,0,0,712.0,0,0,1068.0,3.56,-23.776854,9.614857,696.031482,-0.308087,-35.087585,-0.3626
28,column,70x70,70.0,70.0,0.49,29,60,-1000,0,712.0,-1000,0,1068.0,3.56,-59.200369,21.317437,1685.542242,-33.798875,-112.955023,-0.3626
29,column,70x70,70.0,70.0,0.49,26,57,0,725.0,712.0,0,725.0,1068.0,3.56,-37.092777,45.14662,1063.689389,-98.747848,-58.063674,-0.3626
30,column,70x70,70.0,70.0,0.49,30,61,-1000,725.0,712.0,-1000,725.0,1068.0,3.56,-69.222508,33.841415,2060.207215,-62.986697,-130.819353,-0.3626
31,column,70x70,70.0,70.0,0.49,27,58,0,1615.0,712.0,0,1615.0,1068.0,3.56,-33.822511,-11.265601,763.603913,23.160313,-56.420818,-0.3626
32,column,70x70,70.0,70.0,0.49,31,62,-1000,1615.0,712.0,-1000,1615.0,1068.0,3.56,-22.461327,-39.555804,1392.531376,71.601155,-35.359596,-0.3626
33,beam_x,60x80,60.0,80.0,0.48,56,60,0,0,1068.0,-1000,0,1068.0,10.0,0.0,0.0,54.177181,-1.817955,84.639391,-0.0
34,beam_x,60x80,60.0,80.0,0.48,57,61,0,725.0,1068.0,-1000,725.0,1068.0,10.0,0.0,0.0,93.152158,1.651211,141.311086,-0.0
35,beam_x,60x80,60.0,80.0,0.48,58,62,0,1615.0,1068.0,-1000,1615.0,1068.0,10.0,0.0,0.0,81.699199,-4.893415,117.710726,-0.0
36,beam_y,60x80,60.0,80.0,0.48,56,57,0,0,1068.0,0,725.0,1068.0,7.25,-0.0,0.0,45.167136,76.600154,3.282356,0.0
37,beam_y,60x80,60.0,80.0,0.48,60,61,-1000,0,1068.0,-1000,725.0,1068.0,7.25,-0.0,0.0,78.390809,122.264283,2.398483,0.0
38,beam_y,60x80,60.0,80.0,0.48,57,58,0,725.0,1068.0,0,1615.0,1068.0,8.9,-0.0,0.0,41.85954,70.034716,-1.164396,0.0
39,beam_y,60x80,60.0,80.0,0.48,61,62,-1000,725.0,1068.0,-1000,1615.0,1068.0,8.9,-0.0,0.0,83.946325,118.966917,-3.666419,0.0
40,column,70x70,70.0,70.0,0.49,56,90,0,0,1068.0,0,0,1424.0,3.56,-20.616249,19.806992,458.14485,-40.861394,-38.36373,-0.390365
41,column,70x70,70.0,70.0,0.49,60,94,-1000,0,1068.0,-1000,0,1424.0,3.56,-68.193266,9.805227,970.729316,-23.425956,-101.02616,-0.390365
42,column,70x70,70.0,70.0,0.49,57,91,0,725.0,1068.0,0,725.0,1424.0,3.56,-34.095771,7.780916,716.572809,-12.479406,-62.877723,-0.390365
43,column,70x70,70.0,70.0,0.49,61,95,-1000,725.0,1068.0,-1000,725.0,1424.0,3.56,-67.547733,20.141016,1403.581856,-36.226843,-106.072935,-0.390365
44,column,70x70,70.0,70.0,0.49,58,92,0,1615.0,1068.0,0,1615.0,1424.0,3.56,-32.631284,-13.675732,499.600465,24.959325,-54.887802,-0.390365
45,column,70x70,70.0,70.0,0.49,62,96,-1000,1615.0,1068.0,-1000,1615.0,1424.0,3.56,-22.067543,-43.188858,921.344177,78.532822,-36.449509,-0.390365
46,beam_x,60x80,60.0,80.0,0.48,90,94,0,0,1424.0,-1000,0,1424.0,10.0,0.0,0.0,50.213066,-1.992139,74.850834,-0.0
47,beam_x,60x80,60.0,80.0,0.48,91,95,0,725.0,1424.0,-1000,725.0,1424.0,10.0,0.0,0.0,91.412858,0.823896,140.061525,-0.0
48,beam_x,60x80,60.0,80.0,0.48,92,96,0,1615.0,1424.0,-1000,1615.0,1424.0,10.0,0.0,0.0,80.993455,-4.400694,114.015677,-0.0
49,beam_y,60x80,60.0,80.0,0.48,90,91,0,0,1424.0,0,725.0,1424.0,7.25,-0.0,0.0,48.8823,94.450113,2.942301,0.0
50,beam_y,60x80,60.0,80.0,0.48,94,95,-1000,0,1424.0,-1000,725.0,1424.0,7.25,-0.0,0.0,70.093546,129.858301,-1.649824,0.0
51,beam_y,60x80,60.0,80.0,0.48,91,92,0,725.0,1424.0,0,1615.0,1424.0,8.9,0.0,0.0,40.487,63.540974,1.700821,-0.0
52,beam_y,60x80,60.0,80.0,0.48,95,96,-1000,725.0,1424.0,-1000,1615.0,1424.0,8.9,0.0,0.0,81.977666,111.246586,-9.697603,-0.0
53,column,70x70,70.0,70.0,0.49,90,129,0,0,1424.0,0,0,1780.0,3.56,-34.638009,39.486103,220.50717,-62.806478,-42.763019,-0.669117
54,column,70x70,70.0,70.0,0.49,94,132,-1000,0,1424.0,-1000,0,1780.0,3.56,-56.962721,55.553113,396.810201,-77.07637,-119.508701,-0.669117
55,column,70x70,70.0,70.0,0.49,91,130,0,725.0,1424.0,0,725.0,1780.0,3.56,-60.90326,38.095829,376.283233,-60.996789,-80.316825,-0.669117
56,column,70x70,70.0,70.0,0.49,95,133,-1000,725.0,1424.0,-1000,725.0,1780.0,3.56,-67.723649,49.891796,712.098048,-82.087658,-124.607799,-0.669117
57,column,70x70,70.0,70.0,0.49,92,131,0,1615.0,1424.0,0,1615.0,1780.0,3.56,-33.553042,-21.667501,234.930222,23.40741,-51.035287,-0.669117
58,column,70x70,70.0,70.0,0.49,96,134,-1000,1615.0,1424.0,-1000,1615.0,1780.0,3.56,-26.043812,-61.162168,447.814153,85.239614,-35.491348,-0.669117
59,beam_x,60x80,60.0,80.0,0.48,129,132,0,0,1780.0,-1000,0,1780.0,10.0,0.0,0.0,58.0121,4.795832,71.59586,-0.0
60,beam_x,60x80,60.0,80.0,0.48,130,133,0,725.0,1780.0,-1000,725.0,1780.0,10.0,0.0,0.0,120.245046,0.779344,154.077184,-0.0
61,beam_x,60x80,60.0,80.0,0.48,131,134,0,1615.0,1780.0,-1000,1615.0,1780.0,10.0,0.0,0.0,57.60017,-8.412213,59.78757,-0.0
62,beam_y,60x80,60.0,80.0,0.48,129,130,0,0,1780.0,0,725.0,1780.0,7.25,0.0,0.0,44.487833,72.968216,8.952432,-0.0
63,beam_y,60x80,60.0,80.0,0.48,132,133,-1000,0,1780.0,-1000,725.0,1780.0,7.25,0.0,0.0,73.365008,92.94837,7.533844,-0.0
64,beam_y,60x80,60.0,80.0,0.48,130,131,0,725.0,1780.0,0,1615.0,1780.0,8.9,0.0,0.0,59.540118,87.772913,-8.625973,-0.0
65,beam_y,60x80,60.0,80.0,0.48,133,134,-1000,725.0,1780.0,-1000,1615.0,1780.0,8.9,0.0,0.0,103.595814,142.607076,-1.752936,-0.0
66,column,70x70,70.0,70.0,0.49,13,38,-2000,0,356.0,-2000,0,712.0,3.56,79.483445,16.704508,2805.65164,-26.057394,106.998813,0.08824
67,column,70x70,70.0,70.0,0.49,16,44,-3000,0,356.0,-3000,0,712.0,3.56,3.78292,22.776214,2367.627967,-32.785821,17.167523,0.08824
68,column,70x70,70.0,70.0,0.49,19,50,-4000,0,356.0,-4000,0,712.0,3.56,45.217677,-11.94568,1252.996462,8.894158,66.336768,0.08824
69,column,70x70,70.0,70.0,0.49,22,53,-4500,0,356.0,-4500,0,712.0,3.56,8.371151,-4.116776,1097.187296,-0.157809,22.612223,0.08824
70,column,70x70,70.0,70.0,0.49,14,39,-2000,725.0,356.0,-2000,725.0,712.0,3.56,34.868891,9.78744,3213.88102,-17.84914,53.710626,0.08824
71,column,70x70,70.0,70.0,0.49,17,45,-3000,725.0,356.0,-3000,725.0,712.0,3.56,8.343142,10.711794,3099.613083,-18.469375,22.233405,0.08824
72,column,70x70,70.0,70.0,0.49,20,51,-4000,725.0,356.0,-4000,725.0,712.0,3.56,64.534751,5.93178,2042.885794,-12.320427,88.914114,0.08824
73,column,70x70,70.0,70.0,0.49,23,54,-4500,725.0,356.0,-4500,725.0,712.0,3.56,5.47856,-0.693306,1711.025779,-4.220327,18.834101,0.08824
74,column,70x70,70.0,70.0,0.49,15,40,-2000,1615.0,356.0,-2000,1615.0,712.0,3.56,15.621397,-34.660773,1991.147019,34.896073,30.446035,0.08824
75,column,70x70,70.0,70.0,0.49,18,46,-3000,1615.0,356.0,-3000,1615.0,712.0,3.56,8.698124,-34.738856,1974.475354,35.465396,22.230418,0.08824
76,column,70x70,70.0,70.0,0.49,21,52,-4000,1615.0,356.0,-4000,1615.0,712.0,3.56,46.677392,3.031451,1348.906608,-8.878704,67.299149,0.08824
77,column,70x70,70.0,70.0,0.49,24,55,-4500,1615.0,356.0,-4500,1615.0,712.0,3.56,6.302338,-2.682047,1142.529726,-1.860354,19.387419,0.08824
78,column,70x70,70.0,70.0,0.49,38,70,-2000,0,712.0,-2000,0,1068.0,3.56,77.167522,26.562882,2087.104133,-64.021683,174.091273,-0.3626
79,column,70x70,70.0,70.0,0.49,44,78,-3000,0,712.0,-3000,0,1068.0,3.56,19.362503,40.88978,1935.781129,-91.140087,15.664694,-0.3626
80,column,70x70,70.0,70.0,0.49,50,84,-4000,0,712.0,-4000,0,1068.0,3.56,65.093091,31.053517,1038.707128,-41.176465,119.100904,-0.3626
81,column,70x70,70.0,70.0,0.49,53,87,-4500,0,712.0,-4500,0,1068.0,3.56,2.575404,28.493283,980.831656,-48.88465,1.188704,-0.3626
82,column,70x70,70.0,70.0,0.49,39,71,-2000,725.0,712.0,-2000,725.0,1068.0,3.56,43.369037,40.588811,2366.204666,-72.457533,83.152375,-0.3626
83,column,70x70,70.0,70.0,0.49,45,79,-3000,725.0,712.0,-3000,725.0,1068.0,3.56,2.201852,44.74009,2310.336443,-81.392674,2.823428,-0.3626
84,column,70x70,70.0,70.0,0.49,51,85,-4000,725.0,712.0,-4000,725.0,1068.0,3.56,106.247999,41.300129,1758.637631,-74.550364,192.972231,-0.3626
85,column,70x70,70.0,70.0,0.49,54,88,-4500,725.0,712.0,-4500,725.0,1068.0,3.56,3.805084,31.301766,1570.920839,-56.279901,1.326626,-0.3626
86,column,70x70,70.0,70.0,0.49,40,72,-2000,1615.0,712.0,-2000,1615.0,1068.0,3.56,16.774457,-48.924343,1490.889043,86.509956,31.344847,-0.3626
87,column,70x70,70.0,70.0,0.49,46,80,-3000,1615.0,712.0,-3000,1615.0,1068.0,3.56,4.482275,-46.099274,1475.657819,80.338141,8.542506,-0.3626
88,column,70x70,70.0,70.0,0.49,52,86,-4000,1615.0,712.0,-4000,1615.0,1068.0,3.56,75.157126,-4.74075,1110.541567,-16.473464,137.478728,-0.3626
89,column,70x70,70.0,70.0,0.49,55,89,-4500,1615.0,712.0,-4500,1615.0,1068.0,3.56,5.311021,7.394285,1029.930097,-25.549716,6.682952,-0.3626
90,column,70x70,70.0,70.0,0.49,70,104,-2000,0,1068.0,-2000,0,1424.0,3.56,13.288589,1.741369,1351.871095,3.766791,32.265806,-0.390365
91,column,70x70,70.0,70.0,0.49,78,111,-3000,0,1068.0,-3000,0,1424.0,3.56,43.226678,8.405431,1353.66109,-11.175319,89.028338,-0.390365
92,column,70x70,70.0,70.0,0.49,84,117,-4000,0,1068.0,-4000,0,1424.0,3.56,67.182699,37.581051,685.718757,-72.56593,122.553869,-0.390365
93,column,70x70,70.0,70.0,0.49,87,120,-4500,0,1068.0,-4500,0,1424.0,3.56,-0.100382,22.916369,810.692378,-41.454362,12.248169,-0.390365
94,column,70x70,70.0,70.0,0.49,71,105,-2000,725.0,1068.0,-2000,725.0,1424.0,3.56,25.732943,24.762614,1547.214563,-48.404109,57.865672,-0.390365
95,column,70x70,70.0,70.0,0.49,79,112,-3000,725.0,1068.0,-3000,725.0,1424.0,3.56,11.799064,27.313097,1540.007663,-52.497894,23.956298,-0.390365
96,column,70x70,70.0,70.0,0.49,85,118,-4000,725.0,1068.0,-4000,725.0,1424.0,3.56,104.425907,26.848646,1156.823464,-50.774871,190.66087,-0.390365
97,column,70x70,70.0,70.0,0.49,88,121,-4500,725.0,1068.0,-4500,725.0,1424.0,3.56,-3.273611,20.445703,1317.579149,-37.79272,11.371863,-0.390365
98,column,70x70,70.0,70.0,0.49,72,106,-2000,1615.0,1068.0,-2000,1615.0,1424.0,3.56,17.458446,-55.754551,986.184523,100.619989,36.869816,-0.390365
99,column,70x70,70.0,70.0,0.49,80,113,-3000,1615.0,1068.0,-3000,1615.0,1424.0,3.56,10.556237,-54.88755,976.965559,98.908147,22.30809,-0.390365
100,column,70x70,70.0,70.0,0.49,86,119,-4000,1615.0,1068.0,-4000,1615.0,1424.0,3.56,74.26454,-47.563694,728.179342,88.721225,136.707368,-0.390365
101,column,70x70,70.0,70.0,0.49,89,122,-4500,1615.0,1068.0,-4500,1615.0,1424.0,3.56,-0.024482,-28.100606,856.092741,45.825804,13.578746,-0.390365
102,column,70x70,70.0,70.0,0.49,104,139,-2000,0,1424.0,-2000,0,1780.0,3.56,5.446068,39.77788,773.125761,-67.91674,14.641366,-0.669117
103,column,70x70,70.0,70.0,0.49,111,146,-3000,0,1424.0,-3000,0,1780.0,3.56,51.148623,43.322988,783.25461,-74.503322,83.165596,-0.669117
104,column,70x70,70.0,70.0,0.49,117,152,-4000,0,1424.0,-4000,0,1780.0,3.56,105.184148,72.702735,333.770266,-118.725939,170.617844,-0.669117
105,column,70x70,70.0,70.0,0.49,120,155,-4500,0,1424.0,-4500,0,1780.0,3.56,-5.32159,61.637727,204.646623,-102.655746,-9.895111,-0.669117
106,column,70x70,70.0,70.0,0.49,105,140,-2000,725.0,1424.0,-2000,725.0,1780.0,3.56,31.631788,51.673637,774.236296,-84.499227,50.741518,-0.669117
107,column,70x70,70.0,70.0,0.49,112,147,-3000,725.0,1424.0,-3000,725.0,1780.0,3.56,23.631132,58.157073,768.823297,-95.658053,42.08704,-0.669117
108,column,70x70,70.0,70.0,0.49,118,153,-4000,725.0,1424.0,-4000,725.0,1780.0,3.56,155.09557,61.094034,583.147736,-101.269764,251.221308,-0.669117
109,column,70x70,70.0,70.0,0.49,121,156,-4500,725.0,1424.0,-4500,725.0,1780.0,3.56,-13.304836,55.681781,334.656025,-93.385952,-24.931691,-0.669117
110,column,70x70,70.0,70.0,0.49,106,141,-2000,1615.0,1424.0,-2000,1615.0,1780.0,3.56,37.613602,-69.802217,481.211632,101.722094,60.537805,-0.669117
111,column,70x70,70.0,70.0,0.49,113,148,-3000,1615.0,1424.0,-3000,1615.0,1780.0,3.56,21.875404,-66.652344,476.756996,96.132616,40.042295,-0.669117
112,column,70x70,70.0,70.0,0.49,119,154,-4000,1615.0,1424.0,-4000,1615.0,1780.0,3.56,116.790571,-46.972051,358.616384,64.077848,189.47672,-0.669117
113,column,70x70,70.0,70.0,0.49,122,157,-4500,1615.0,1424.0,-4500,1615.0,1780.0,3.56,-3.157418,-28.912791,217.502418,38.597655,-6.045552,-0.669117
114,beam_x,60x80,60.0,80.0,0.48,38,44,-2000,0,712.0,-3000,0,712.0,10.0,0.0,0.0,123.405433,38.784541,313.875753,-0.0
115,beam_x,60x80,60.0,80.0,0.48,44,50,-3000,0,712.0,-4000,0,712.0,10.0,0.0,-0.0,116.110031,29.846077,246.870994,0.0
116,beam_x,60x80,60.0,80.0,0.48,50,53,-4000,0,712.0,-4500,0,712.0,5.0,0.0,0.0,4.257091,4.626707,30.558829,-0.0
117,beam_x,60x80,60.0,80.0,0.48,39,45,-2000,725.0,712.0,-3000,725.0,712.0,10.0,0.0,0.0,219.38073,19.565119,498.166506,-0.0
118,beam_x,60x80,60.0,80.0,0.48,45,51,-3000,725.0,712.0,-4000,725.0,712.0,10.0,0.0,-0.0,221.171894,16.342821,486.666298,0.0
119,beam_x,60x80,60.0,80.0,0.48,51,54,-4000,725.0,712.0,-4500,725.0,712.0,5.0,0.0,0.0,12.522445,-3.498396,63.226873,-0.0
120,beam_x,60x80,60.0,80.0,0.48,40,46,-2000,1615.0,712.0,-3000,1615.0,712.0,10.0,0.0,0.0,128.714797,-39.434631,288.473628,-0.0
121,beam_x,60x80,60.0,80.0,0.48,46,52,-3000,1615.0,712.0,-4000,1615.0,712.0,10.0,0.0,-0.0,133.536412,-34.936998,297.418545,0.0
122,beam_x,60x80,60.0,80.0,0.48,52,55,-4000,1615.0,712.0,-4500,1615.0,712.0,5.0,0.0,0.0,4.642205,-2.98596,33.428836,-0.0
123,beam_y,60x80,60.0,80.0,0.48,38,39,-2000,0,712.0,-2000,725.0,712.0,7.25,0.0,0.0,54.354557,64.795399,17.070359,-0.0
124,beam_y,60x80,60.0,80.0,0.48,39,40,-2000,725.0,712.0,-2000,1615.0,712.0,8.9,-0.0,0.0,94.028673,142.363829,5.852684,0.0
125,beam_y,60x80,60.0,80.0,0.48,44,45,-3000,0,712.0,-3000,725.0,712.0,7.25,0.0,0.0,65.63154,74.671694,-1.993707,-0.0
126,beam_y,60x80,60.0,80.0,0.48,45,46,-3000,725.0,712.0,-3000,1615.0,712.0,8.9,-0.0,0.0,93.835492,141.199775,-0.337906,0.0
127,beam_y,60x80,60.0,80.0,0.48,50,51,-4000,0,712.0,-4000,725.0,712.0,7.25,-11.241139,-7.861195,-27.763167,-45.995593,18.430183,20.336257
128,beam_y,60x80,60.0,80.0,0.48,51,52,-4000,725.0,712.0,-4000,1615.0,712.0,8.9,-5.932676,-1.046632,-21.004562,-81.327869,27.59329,13.167957
129,beam_y,60x80,60.0,80.0,0.48,53,54,-4500,0,712.0,-4500,725.0,712.0,7.25,0.0,0.0,10.323217,38.697826,0.895598,-0.0
130,beam_y,60x80,60.0,80.0,0.48,54,55,-4500,725.0,712.0,-4500,1615.0,712.0,8.9,-0.0,0.0,2.371104,9.947511,-0.485955,0.0
131,beam_x,60x80,60.0,80.0,0.48,70,78,-2000,0,1068.0,-3000,0,1068.0,10.0,0.0,-0.0,178.664528,7.700989,392.483805,0.0
132,beam_x,60x80,60.0,80.0,0.48,78,84,-3000,0,1068.0,-4000,0,1068.0,10.0,0.0,-0.0,119.955526,50.018865,271.983029,0.0
133,beam_x,60x80,60.0,80.0,0.48,84,87,-4000,0,1068.0,-4500,0,1068.0,5.0,0.0,0.0,20.685212,-6.993774,36.778261,-0.0
134,beam_x,60x80,60.0,80.0,0.48,71,79,-2000,725.0,1068.0,-3000,725.0,1068.0,10.0,0.0,-0.0,215.509545,14.703418,481.44146,0.0
135,beam_x,60x80,60.0,80.0,0.48,79,85,-3000,725.0,1068.0,-4000,725.0,1068.0,10.0,0.0,-0.0,217.771983,20.041035,475.660939,0.0
136,beam_x,60x80,60.0,80.0,0.48,85,88,-4000,725.0,1068.0,-4500,725.0,1068.0,5.0,0.0,0.0,45.487527,-3.04991,79.54916,-0.0
137,beam_x,60x80,60.0,80.0,0.48,72,80,-2000,1615.0,1068.0,-3000,1615.0,1068.0,10.0,0.0,-0.0,128.289666,-41.107905,285.432036,0.0
138,beam_x,60x80,60.0,80.0,0.48,80,86,-3000,1615.0,1068.0,-4000,1615.0,1068.0,10.0,0.0,-0.0,131.378341,-42.042627,288.467622,0.0
139,beam_x,60x80,60.0,80.0,0.48,86,89,-4000,1615.0,1068.0,-4500,1615.0,1068.0,5.0,0.0,0.0,19.474237,8.879627,35.804723,-0.0
140,beam_y,60x80,60.0,80.0,0.48,70,71,-2000,0,1068.0,-2000,725.0,1068.0,7.25,-0.0,0.0,64.801786,113.051973,-3.039501,0.0
141,beam_y,60x80,60.0,80.0,0.48,71,72,-2000,725.0,1068.0,-2000,1615.0,1068.0,8.9,-0.0,0.0,91.528244,131.049646,3.473928,0.0
142,beam_y,60x80,60.0,80.0,0.48,78,79,-3000,0,1068.0,-3000,725.0,1068.0,7.25,-0.0,0.0,78.282086,130.959684,9.574413,0.0
143,beam_y,60x80,60.0,80.0,0.48,79,80,-3000,725.0,1068.0,-3000,1615.0,1068.0,8.9,-0.0,0.0,92.39151,134.792863,0.545603,0.0
144,beam_y,60x80,60.0,80.0,0.48,84,85,-4000,0,1068.0,-4000,725.0,1068.0,7.25,-0.0,0.0,75.085957,110.596654,-7.312416,0.0
145,beam_y,60x80,60.0,80.0,0.48,85,86,-4000,725.0,1068.0,-4000,1615.0,1068.0,8.9,-0.0,0.0,95.018905,147.167449,5.3329,0.0
146,beam_y,60x80,60.0,80.0,0.48,87,88,-4500,0,1068.0,-4500,725.0,1068.0,7.25,-0.0,0.0,45.962475,87.012027,-0.444451,0.0
147,beam_y,60x80,60.0,80.0,0.48,88,89,-4500,725.0,1068.0,-4500,1615.0,1068.0,8.9,-0.0,0.0,49.379444,81.799372,0.93824,0.0
148,beam_x,60x80,60.0,80.0,0.48,104,111,-2000,0,1424.0,-3000,0,1424.0,10.0,0.0,-0.0,157.130759,36.959316,309.923308,0.0
149,beam_x,60x80,60.0,80.0,0.48,111,117,-3000,0,1424.0,-4000,0,1424.0,10.0,0.0,-0.0,114.440039,46.316666,240.281932,0.0
150,beam_x,60x80,60.0,80.0,0.48,117,120,-4000,0,1424.0,-4500,0,1424.0,5.0,0.0,-0.0,6.086629,-2.248686,8.898026,0.0
151,beam_x,60x80,60.0,80.0,0.48,105,112,-2000,725.0,1424.0,-3000,725.0,1424.0,10.0,0.0,-0.0,213.618237,15.789521,462.256729,0.0
152,beam_x,60x80,60.0,80.0,0.48,112,118,-3000,725.0,1424.0,-4000,725.0,1424.0,10.0,0.0,-0.0,214.302944,21.666721,460.204788,0.0
153,beam_x,60x80,60.0,80.0,0.48,118,121,-4000,725.0,1424.0,-4500,725.0,1424.0,5.0,0.0,-0.0,24.328035,-1.548332,37.961289,0.0
154,beam_x,60x80,60.0,80.0,0.48,106,113,-2000,1615.0,1424.0,-3000,1615.0,1424.0,10.0,0.0,-0.0,126.367369,-43.97112,273.087847,0.0
155,beam_x,60x80,60.0,80.0,0.48,113,119,-3000,1615.0,1424.0,-4000,1615.0,1424.0,10.0,0.0,-0.0,129.037377,-42.845909,276.132892,0.0
156,beam_x,60x80,60.0,80.0,0.48,119,122,-4000,1615.0,1424.0,-4500,1615.0,1424.0,5.0,0.0,-0.0,1.929237,1.06235,0.237464,0.0
157,beam_y,60x80,60.0,80.0,0.48,104,105,-2000,0,1424.0,-2000,725.0,1424.0,7.25,-0.0,0.0,76.6601,119.922173,-0.786004,0.0
158,beam_y,60x80,60.0,80.0,0.48,105,106,-2000,725.0,1424.0,-2000,1615.0,1424.0,8.9,0.0,0.0,90.76979,130.593523,0.138132,-0.0
159,beam_y,60x80,60.0,80.0,0.48,111,112,-3000,0,1424.0,-3000,725.0,1424.0,7.25,-0.0,0.0,79.422479,130.276763,3.608356,0.0
160,beam_y,60x80,60.0,80.0,0.48,112,113,-3000,725.0,1424.0,-3000,1615.0,1424.0,8.9,0.0,0.0,91.530944,133.567769,0.845809,-0.0
161,beam_y,60x80,60.0,80.0,0.48,117,118,-4000,0,1424.0,-4000,725.0,1424.0,7.25,-0.0,0.0,82.345708,138.601629,-6.127102,0.0
162,beam_y,60x80,60.0,80.0,0.48,118,119,-4000,725.0,1424.0,-4000,1615.0,1424.0,8.9,0.0,0.0,93.291428,143.084246,5.191176,-0.0
163,beam_y,60x80,60.0,80.0,0.48,120,121,-4500,0,1424.0,-4500,725.0,1424.0,7.25,-0.0,0.0,68.383435,123.407681,2.673567,0.0
164,beam_y,60x80,60.0,80.0,0.48,121,122,-4500,725.0,1424.0,-4500,1615.0,1424.0,8.9,0.0,0.0,73.303382,117.246705,-0.965417,-0.0
