elementTag;caso;tipo;seccion;global_i_Fx_kN;global_i_Fy_kN;global_i_Fz_kN;global_i_Mx_kNm;global_i_My_kNm;global_i_Mz_kNm;global_j_Fx_kN;global_j_Fy_kN;global_j_Fz_kN;global_j_Mx_kNm;global_j_My_kNm;global_j_Mz_kNm;local_i_N_kN;local_i_Vy_kN;local_i_Vz_kN;local_i_T_kNm;local_i_My_kNm;local_i_Mz_kNm;local_j_N_kN;local_j_Vy_kN;local_j_Vz_kN;local_j_T_kNm;local_j_My_kNm;local_j_Mz_kNm;unity_abs_i_N_kN;unity_abs_i_Vy_kN;unity_abs_i_Vz_kN;unity_abs_i_T_kNm;unity_abs_i_My_kNm;unity_abs_i_Mz_kNm;unity_abs_j_N_kN;unity_abs_j_Vy_kN;unity_abs_j_Vz_kN;unity_abs_j_T_kNm;unity_abs_j_My_kNm;unity_abs_j_Mz_kNm
1;G;column;70x70;-12,93856892;-5,07380893;984,79111624;4,86495965;-12,49993862;0,02957937;12,93856892;5,07380893;-984,79111624;13,19780014;-33,56136672;-0,02957937;984,79111624;5,07380893;-12,93856892;0,02957937;12,49993862;4,86495965;-984,79111624;-5,07380893;12,93856892;-0,02957937;33,56136672;13,19780014;984,79111624;5,07380893;12,93856892;0,02957937;12,49993862;4,86495965;984,79111624;5,07380893;12,93856892;0,02957937;33,56136672;13,19780014
2;G;column;70x70;0,57018461;-8,58135147;2300,88632184;9,50361682;11,60172087;2,082559;-0,57018461;8,58135147;-2300,88632184;21,0459944;-9,57186366;-2,082559;2300,88632184;8,58135147;0,57018461;2,082559;-11,60172087;9,50361682;-2300,88632184;-8,58135147;-0,57018461;-2,082559;9,57186366;21,0459944;2300,88632184;8,58135147;0,57018461;2,082559;11,60172087;9,50361682;2300,88632184;8,58135147;0,57018461;2,082559;9,57186366;21,0459944
3;G;column;70x70;-23,65346936;4,95276123;1509,63631241;-7,03323693;-25,33079783;0,02957937;23,65346936;-4,95276123;-1509,63631241;-10,59859303;-58,8755531;-0,02957937;1509,63631241;-4,95276123;-23,65346936;0,02957937;25,33079783;-7,03323693;-1509,63631241;4,95276123;23,65346936;-0,02957937;58,8755531;-10,59859303;1509,63631241;4,95276123;23,65346936;0,02957937;25,33079783;7,03323693;1509,63631241;4,95276123;23,65346936;0,02957937;58,8755531;10,59859303
4;G;column;70x70;30,86991481;7,69187313;2818,35534875;-10,12386488;39,37028472;0,02957937;-30,86991481;-7,69187313;-2818,35534875;-17,25920347;70,52661201;-0,02957937;2818,35534875;-7,69187313;30,86991481;0,02957937;-39,37028472;-10,12386488;-2818,35534875;7,69187313;-30,86991481;-0,02957937;-70,52661201;-17,25920347;2818,35534875;7,69187313;30,86991481;0,02957937;39,37028472;10,12386488;2818,35534875;7,69187313;30,86991481;0,02957937;70,52661201;17,25920347
5;G;column;70x70;-17,74244942;17,01483981;1191,8472522;-21,34690352;-18,45859601;0,02957937;17,74244942;-17,01483981;-1191,8472522;-39,22592622;-44,70452392;-0,02957937;1191,8472522;-17,01483981;-17,74244942;0,02957937;18,45859601;-21,34690352;-1191,8472522;17,01483981;17,74244942;-0,02957937;44,70452392;-39,22592622;1191,8472522;17,01483981;17,74244942;0,02957937;18,45859601;21,34690352;1191,8472522;17,01483981;17,74244942;0,02957937;44,70452392;39,22592622
6;G;column;70x70;2,14558459;6,7108374;2040,36577857;-7,58070047;12,77092487;-1,38295336;-2,14558459;-6,7108374;-2040,36577857;-16,30988069;-5,13264371;1,38295336;2040,36577857;-6,7108374;2,14558459;-1,38295336;-12,77092487;-7,58070047;-2040,36577857;6,7108374;-2,14558459;1,38295336;5,13264371;-16,30988069;2040,36577857;6,7108374;2,14558459;1,38295336;12,77092487;7,58070047;2040,36577857;6,7108374;2,14558459;1,38295336;5,13264371;16,30988069
7;G;beam_x;60x80;122,69936221;0,28613588;53,46396411;-0,76019462;79,68583365;-0,92490963;-122,69936221;-0,28613588;59,13175389;0,76019462;-108,02478251;-1,93644919;-122,69936221;-0,28613588;53,46396411;0,76019462;-79,68583365;-0,92490963;122,69936221;0,28613588;59,13175389;-0,76019462;108,02478251;-1,93644919;122,69936221;0,28613588;53,46396411;0,76019462;79,68583365;0,92490963;122,69936221;0,28613588;59,13175389;0,76019462;108,02478251;1,93644919
8;G;beam_x;60x80;0,0;-0,0;100,16852777;0,84556788;160,86072808;0,0;0,0;0,0;94,97940573;-0,84556788;-134,91511791;0,0;0,0;0,0;100,16852777;-0,84556788;-160,86072808;0,0;0,0;-0,0;94,97940573;0,84556788;134,91511791;0,0;0,0;0,0;100,16852777;0,84556788;160,86072808;0,0;0,0;0,0;94,97940573;0,84556788;134,91511791;0,0
9;G;beam_x;60x80;115,9767686;-0,28426285;82,69320217;-2,16718512;122,12510934;1,07332423;-115,9767686;0,28426285;90,97137983;2,16718512;-163,51599764;1,76930422;-115,9767686;0,28426285;82,69320217;2,16718512;-122,12510934;1,07332423;115,9767686;-0,28426285;90,97137983;-2,16718512;163,51599764;1,76930422;115,9767686;0,28426285;82,69320217;2,16718512;122,12510934;1,07332423;115,9767686;0,28426285;90,97137983;2,16718512;163,51599764;1,76930422
10;G;beam_y;60x80;-2,57545216;7,01681205;-16,39248718;-43,33826847;-13,04740195;4,64803761;2,57545216;-7,01681205;50,61234768;-78,1079947;13,04740195;4,68797647;7,01681205;2,57545216;-16,39248718;-13,04740195;43,33826847;4,64803761;-7,01681205;-2,57545216;50,61234768;13,04740195;78,1079947;4,68797647;7,01681205;2,57545216;16,39248718;13,04740195;43,33826847;4,64803761;7,01681205;2,57545216;50,61234768;13,04740195;78,1079947;4,68797647
11;G;beam_y;60x80;-10,14942845;3,65517771;-82,13365479;-157,79667147;-13,82693199;17,00093807;10,14942845;-3,65517771;116,35351529;-201,9613243;13,82693199;19,79074007;3,65517771;10,14942845;-82,13365479;-13,82693199;157,79667147;17,00093807;-3,65517771;-10,14942845;116,35351529;13,82693199;201,9613243;19,79074007;3,65517771;10,14942845;82,13365479;13,82693199;157,79667147;17,00093807;3,65517771;10,14942845;116,35351529;13,82693199;201,9613243;19,79074007
12;G;beam_y;60x80;-0,68721813;-1,68411657;4,71729345;-33,71723669;-13,45371738;1,98098779;0,68721813;1,68411657;45,2193518;-84,24500825;13,45371738;2,02205784;-1,68411657;0,68721813;4,71729345;-13,45371738;33,71723669;1,98098779;1,68411657;-0,68721813;45,2193518;13,45371738;84,24500825;2,02205784;1,68411657;0,68721813;4,71729345;13,45371738;33,71723669;1,98098779;1,68411657;0,68721813;45,2193518;13,45371738;84,24500825;2,02205784
13;G;beam_y;60x80;-1,68668812;-19,66582671;-48,80303123;-145,68258211;16,57721925;3,7307297;1,68668812;19,66582671;86,95205635;-156,37248777;-16,57721925;3,77503242;-19,66582671;1,68668812;-48,80303123;16,57721925;145,68258211;3,7307297;19,66582671;-1,68668812;86,95205635;-16,57721925;156,37248777;3,77503242;19,66582671;1,68668812;48,80303123;16,57721925;145,68258211;3,7307297;19,66582671;1,68668812;86,95205635;16,57721925;156,37248777;3,77503242
14;G;column;70x70;-18,40471767;-24,10104157;829,6606057;30,90066295;-33,07706497;0,05866079;18,40471767;24,10104157;-829,6606057;54,89904502;-32,44372994;-0,05866079;829,6606057;24,10104157;-18,40471767;0,05866079;33,07706497;30,90066295;-829,6606057;-24,10104157;18,40471767;-0,05866079;32,44372994;54,89904502;829,6606057;24,10104157;18,40471767;0,05866079;33,07706497;30,90066295;829,6606057;24,10104157;18,40471767;0,05866079;32,44372994;54,89904502
15;G;column;70x70;-62,29761168;-11,93681951;2227,0365193;19,67561449;-93,34672759;-1,99431884;62,29761168;11,93681951;-2227,0365193;22,81946298;-128,43277;1,99431884;2227,0365193;11,93681951;-62,29761168;-1,99431884;93,34672759;19,67561449;-2227,0365193;-11,93681951;62,29761168;1,99431884;128,43277;22,81946298;2227,0365193;11,93681951;62,29761168;1,99431884;93,34672759;19,67561449;2227,0365193;11,93681951;62,29761168;1,99431884;128,43277;22,81946298
16;G;column;70x70;-36,55421953;33,34862118;1293,7187231;-49,17113343;-67,32753886;0,05866079;36,55421953;-33,34862118;-1293,7187231;-69,54995798;-62,80548266;-0,05866079;1293,7187231;-33,34862118;-36,55421953;0,05866079;67,32753886;-49,17113343;-1293,7187231;33,34862118;36,55421953;-0,05866079;62,80548266;-69,54995798;1293,7187231;33,34862118;36,55421953;0,05866079;67,32753886;49,17113343;1293,7187231;33,34862118;36,55421953;0,05866079;62,80548266;69,54995798
17;G;column;70x70;-11,21206975;15,34175482;2725,0623261;-31,05608805;27,44622809;0,05866079;11,21206975;-15,34175482;-2725,0623261;-23,56055912;-67,36119642;-0,05866079;2725,0623261;-15,34175482;-11,21206975;0,05866079;-27,44622809;-31,05608805;-2725,0623261;15,34175482;11,21206975;-0,05866079;67,36119642;-23,56055912;2725,0623261;15,34175482;11,21206975;0,05866079;27,44622809;31,05608805;2725,0623261;15,34175482;11,21206975;0,05866079;67,36119642;23,56055912
18;G;column;70x70;-34,23372592;-0,90867636;1032,82232929;-22,83280694;-57,5570821;0,05866079;34,23372592;0,90867636;-1032,82232929;26,06769478;-64,31498218;-0,05866079;1032,82232929;0,90867636;-34,23372592;0,05866079;57,5570821;-22,83280694;-1032,82232929;-0,90867636;34,23372592;-0,05866079;64,31498218;26,06769478;1032,82232929;0,90867636;34,23372592;0,05866079;57,5570821;22,83280694;1032,82232929;0,90867636;34,23372592;0,05866079;64,31498218;26,06769478
19;G;column;70x70;-33,67456635;-21,01046933;1861,91162902;9,10904095;-56,18024059;1,47119352;33,67456635;21,01046933;-1861,91162902;65,68822985;-63,70121561;-1,47119352;1861,91162902;21,01046933;-33,67456635;1,47119352;56,18024059;9,10904095;-1861,91162902;-21,01046933;33,67456635;-1,47119352;63,70121561;65,68822985;1861,91162902;21,01046933;33,67456635;1,47119352;56,18024059;9,10904095;1861,91162902;21,01046933;33,67456635;1,47119352;63,70121561;65,68822985
20;G;beam_x;60x80;0,0;0,0;51,87490897;4,17930406;79,87547132;-0,0;0,0;-0,0;60,72080903;-4,17930406;-124,10497165;-0,0;0,0;-0,0;51,87490897;-4,17930406;-79,87547132;-0,0;0,0;0,0;60,72080903;4,17930406;124,10497165;-0,0;0,0;0,0;51,87490897;4,17930406;79,87547132;0,0;0,0;0,0;60,72080903;4,17930406;124,10497165;0,0
21;G;beam_x;60x80;0,0;0,0;91,025916;-5,75660961;137,76947237;-0,0;0,0;-0,0;104,1220175;5,75660961;-203,24997989;-0,0;0,0;-0,0;91,025916;5,75660961;-137,76947237;-0,0;0,0;0,0;104,1220175;-5,75660961;203,24997989;-0,0;0,0;0,0;91,025916;5,75660961;137,76947237;0,0;0,0;0,0;104,1220175;5,75660961;203,24997989;0,0
22;G;beam_x;60x80;0,0;0,0;82,59248191;-3,98591988;121,79529464;-0,0;0,0;-0,0;91,07210009;3,98591988;-164,1933855;-0,0;0,0;-0,0;82,59248191;3,98591988;-121,79529464;-0,0;0,0;0,0;91,07210009;-3,98591988;164,1933855;-0,0;0,0;0,0;82,59248191;3,98591988;121,79529464;0,0;0,0;0,0;91,07210009;3,98591988;164,1933855;0,0
23;G;beam_y;60x80;-12,25733356;-8,91694656;-36,30481842;-58,7702618;-12,34415606;22,1534816;12,25733356;8,91694656;70,52467892;-134,85820213;12,34415606;22,27935255;-8,91694656;12,25733356;-36,30481842;-12,34415606;58,7702618;22,1534816;8,91694656;-12,25733356;70,52467892;12,34415606;134,85820213;22,27935255;8,91694656;12,25733356;36,30481842;12,34415606;58,7702618;22,1534816;8,91694656;12,25733356;70,52467892;12,34415606;134,85820213;22,27935255
24;G;beam_y;60x80;0,0;0,0;76,92292184;121,27515207;2,41476695;-0,0;-0,0;0,0;57,20454916;-49,7960511;-2,41476695;-0,0;0,0;-0,0;76,92292184;2,41476695;-121,27515207;-0,0;0,0;0,0;57,20454916;-2,41476695;49,7960511;-0,0;0,0;0,0;76,92292184;2,41476695;121,27515207;0,0;0,0;0,0;57,20454916;2,41476695;49,7960511;0,0
25;G;beam_y;60x80;-0,0;0,0;37,53785311;39,80265681;1,05949431;0,0;0,0;0,0;38,76019714;-45,24208777;-1,05949431;0,0;0,0;0,0;37,53785311;1,05949431;-39,80265681;0,0;0,0;-0,0;38,76019714;-1,05949431;45,24208777;0,0;0,0;0,0;37,53785311;1,05949431;39,80265681;0,0;0,0;0,0;38,76019714;1,05949431;45,24208777;0,0
26;G;beam_y;60x80;-0,0;0,0;85,52290107;123,96583189;-10,17319881;0,0;0,0;0,0;79,28074918;-96,18825594;10,17319881;0,0;0,0;0,0;85,52290107;-10,17319881;-123,96583189;0,0;0,0;-0,0;79,28074918;10,17319881;96,18825594;0,0;0,0;0,0;85,52290107;10,17319881;123,96583189;0,0;0,0;0,0;79,28074918;10,17319881;96,18825594;0,0
27;G;column;70x70;-23,7768544;9,61485742;696,03148155;-0,30808729;-35,08758532;-0,36259994;23,7768544;-9,61485742;-696,03148155;-33,92080512;-49,55801636;0,36259994;696,03148155;-9,61485742;-23,7768544;-0,36259994;35,08758532;-0,30808729;-696,03148155;9,61485742;23,7768544;0,36259994;49,55801636;-33,92080512;696,03148155;9,61485742;23,7768544;0,36259994;35,08758532;0,30808729;696,03148155;9,61485742;23,7768544;0,36259994;49,55801636;33,92080512
28;G;column;70x70;-59,20036901;21,31743748;1685,54224199;-33,79887458;-112,95502318;-0,36259994;59,20036901;-21,31743748;-1685,54224199;-42,09120286;-97,79829051;0,36259994;1685,54224199;-21,31743748;-59,20036901;-0,36259994;112,95502318;-33,79887458;-1685,54224199;21,31743748;59,20036901;0,36259994;97,79829051;-42,09120286;1685,54224199;21,31743748;59,20036901;0,36259994;112,95502318;33,79887458;1685,54224199;21,31743748;59,20036901;0,36259994;97,79829051;42,09120286
29;G;column;70x70;-37,09277667;45,14661968;1063,68938865;-98,74784838;-58,06367379;-0,36259994;37,09277667;-45,14661968;-1063,68938865;-61,97411769;-73,98661116;0,36259994;1063,68938865;-45,14661968;-37,09277667;-0,36259994;58,06367379;-98,74784838;-1063,68938865;45,14661968;37,09277667;0,36259994;73,98661116;-61,97411769;1063,68938865;45,14661968;37,09277667;0,36259994;58,06367379;98,74784838;1063,68938865;45,14661968;37,09277667;0,36259994;73,98661116;61,97411769
30;G;column;70x70;-69,2225083;33,84141495;2060,207215;-62,98669691;-130,81935348;-0,36259994;69,2225083;-33,84141495;-2060,207215;-57,4887403;-115,61277605;0,36259994;2060,207215;-33,84141495;-69,2225083;-0,36259994;130,81935348;-62,98669691;-2060,207215;33,84141495;69,2225083;0,36259994;115,61277605;-57,4887403;2060,207215;33,84141495;69,2225083;0,36259994;130,81935348;62,98669691;2060,207215;33,84141495;69,2225083;0,36259994;115,61277605;57,4887403
31;G;column;70x70;-33,82251069;-11,26560074;763,60391263;23,16031287;-56,42081815;-0,36259994;33,82251069;11,26560074;-763,60391263;16,94522578;-63,98731989;0,36259994;763,60391263;11,26560074;-33,82251069;-0,36259994;56,42081815;23,16031287;-763,60391263;-11,26560074;33,82251069;0,36259994;63,98731989;16,94522578;763,60391263;11,26560074;33,82251069;0,36259994;56,42081815;23,16031287;763,60391263;11,26560074;33,82251069;0,36259994;63,98731989;16,94522578
32;G;column;70x70;-22,46132719;-39,55580408;1392,53137619;71,60115466;-35,35959601;-0,36259994;22,46132719;39,55580408;-1392,53137619;69,21750785;-44,6027288;0,36259994;1392,53137619;39,55580408;-22,46132719;-0,36259994;35,35959601;71,60115466;-1392,53137619;-39,55580408;22,46132719;0,36259994;44,6027288;69,21750785;1392,53137619;39,55580408;22,46132719;0,36259994;35,35959601;71,60115466;1392,53137619;39,55580408;22,46132719;0,36259994;44,6027288;69,21750785
33;G;beam_x;60x80;0,0;0,0;54,17718116;-1,81795454;84,63939072;-0,0;0,0;-0,0;58,41853684;1,81795454;-105,84616916;-0,0;0,0;-0,0;54,17718116;1,81795454;-84,63939072;-0,0;0,0;0,0;58,41853684;-1,81795454;105,84616916;-0,0;0,0;0,0;54,17718116;1,81795454;84,63939072;0,0;0,0;0,0;58,41853684;1,81795454;105,84616916;0,0
34;G;beam_x;60x80;0,0;0,0;93,15215769;1,65121106;141,31108616;-0,0;0,0;-0,0;101,99577581;-1,65121106;-185,5291768;-0,0;0,0;-0,0;93,15215769;-1,65121106;-141,31108616;-0,0;0,0;0,0;101,99577581;1,65121106;185,5291768;-0,0;0,0;0,0;93,15215769;1,65121106;141,31108616;0,0;0,0;0,0;101,99577581;1,65121106;185,5291768;0,0
35;G;beam_x;60x80;0,0;0,0;81,6991992;-4,89341532;117,7107256;-0,0;0,0;-0,0;91,9653828;4,89341532;-169,04164357;-0,0;0,0;-0,0;81,6991992;4,89341532;-117,7107256;-0,0;0,0;0,0;91,9653828;-4,89341532;169,04164357;-0,0;0,0;0,0;81,6991992;4,89341532;117,7107256;0,0;0,0;0,0;91,9653828;4,89341532;169,04164357;0,0
36;G;beam_y;60x80;-0,0;0,0;45,16713646;76,60015412;3,28235571;0,0;0,0;0,0;23,27258454;2,76759657;-3,28235571;0,0;0,0;0,0;45,16713646;3,28235571;-76,60015412;0,0;0,0;-0,0;23,27258454;-3,28235571;-2,76759657;0,0;0,0;0,0;45,16713646;3,28235571;76,60015412;0,0;0,0;0,0;23,27258454;3,28235571;2,76759657;0,0
37;G;beam_y;60x80;-0,0;0,0;78,3908087;122,26428346;2,39848285;0,0;0,0;0,0;55,7366623;-40,14300276;-2,39848285;0,0;0,0;0,0;78,3908087;2,39848285;-122,26428346;0,0;0,0;-0,0;55,7366623;-2,39848285;40,14300276;0,0;0,0;0,0;78,3908087;2,39848285;122,26428346;0,0;0,0;0,0;55,7366623;2,39848285;40,14300276;0,0
38;G;beam_y;60x80;-0,0;0,0;41,85953981;70,03471642;-1,16439649;0,0;0,0;0,0;34,43851044;-37,01113573;1,16439649;0,0;0,0;0,0;41,85953981;-1,16439649;-70,03471642;0,0;0,0;-0,0;34,43851044;1,16439649;37,01113573;0,0;0,0;0,0;41,85953981;1,16439649;70,03471642;0,0;0,0;0,0;34,43851044;1,16439649;37,01113573;0,0
39;G;beam_y;60x80;-0,0;0,0;83,94632463;118,96691683;-3,66641912;0,0;0,0;0,0;80,85732562;-105,22087124;3,66641912;0,0;0,0;0,0;83,94632463;-3,66641912;-118,96691683;0,0;0,0;-0,0;80,85732562;3,66641912;105,22087124;0,0;0,0;0,0;83,94632463;3,66641912;118,96691683;0,0;0,0;0,0;80,85732562;3,66641912;105,22087124;0,0
40;G;column;70x70;-20,6162489;19,8069916;458,14485034;-40,86139446;-38,36373007;-0,39036537;20,6162489;-19,8069916;-458,14485034;-29,65149563;-35,03011603;0,39036537;458,14485034;-19,8069916;-20,6162489;-0,39036537;38,36373007;-40,86139446;-458,14485034;19,8069916;20,6162489;0,39036537;35,03011603;-29,65149563;458,14485034;19,8069916;20,6162489;0,39036537;38,36373007;40,86139446;458,14485034;19,8069916;20,6162489;0,39036537;35,03011603;29,65149563
41;G;column;70x70;-68,19326589;9,80522705;970,72931589;-23,42595606;-101,02616038;-0,39036537;68,19326589;-9,80522705;-970,72931589;-11,48065222;-141,74186621;0,39036537;970,72931589;-9,80522705;-68,19326589;-0,39036537;101,02616038;-23,42595606;-970,72931589;9,80522705;68,19326589;0,39036537;141,74186621;-11,48065222;970,72931589;9,80522705;68,19326589;0,39036537;101,02616038;23,42595606;970,72931589;9,80522705;68,19326589;0,39036537;141,74186621;11,48065222
42;G;column;70x70;-34,09577051;7,78091622;716,57280901;-12,47940636;-62,87772279;-0,39036537;34,09577051;-7,78091622;-716,57280901;-15,2206554;-58,50322021;0,39036537;716,57280901;-7,78091622;-34,09577051;-0,39036537;62,87772279;-12,47940636;-716,57280901;7,78091622;34,09577051;0,39036537;58,50322021;-15,2206554;716,57280901;7,78091622;34,09577051;0,39036537;62,87772279;12,47940636;716,57280901;7,78091622;34,09577051;0,39036537;58,50322021;15,2206554
43;G;column;70x70;-67,54773259;20,14101555;1403,58185647;-36,22684261;-106,0729345;-0,39036537;67,54773259;-20,14101555;-1403,58185647;-35,47517275;-134,39699352;0,39036537;1403,58185647;-20,14101555;-67,54773259;-0,39036537;106,0729345;-36,22684261;-1403,58185647;20,14101555;67,54773259;0,39036537;134,39699352;-35,47517275;1403,58185647;20,14101555;67,54773259;0,39036537;106,0729345;36,22684261;1403,58185647;20,14101555;67,54773259;0,39036537;134,39699352;35,47517275
44;G;column;70x70;-32,63128402;-13,67573243;499,60046539;24,95932527;-54,8878022;-0,39036537;32,63128402;13,67573243;-499,60046539;23,72628217;-61,27956893;0,39036537;499,60046539;13,67573243;-32,63128402;-0,39036537;54,8878022;24,95932527;-499,60046539;-13,67573243;32,63128402;0,39036537;61,27956893;23,72628217;499,60046539;13,67573243;32,63128402;0,39036537;54,8878022;24,95932527;499,60046539;13,67573243;32,63128402;0,39036537;61,27956893;23,72628217
45;G;column;70x70;-22,06754276;-43,18885756;921,34417713;78,53282173;-36,44950922;-0,39036537;22,06754276;43,18885756;-921,34417713;75,21951118;-42,11094301;0,39036537;921,34417713;43,18885756;-22,06754276;-0,39036537;36,44950922;78,53282173;-921,34417713;-43,18885756;22,06754276;0,39036537;42,11094301;75,21951118;921,34417713;43,18885756;22,06754276;0,39036537;36,44950922;78,53282173;921,34417713;43,18885756;22,06754276;0,39036537;42,11094301;75,21951118
46;G;beam_x;60x80;0,0;0,0;50,21306639;-1,99213883;74,85083394;-0,0;0,0;-0,0;62,38265161;1,99213883;-135,69876;-0,0;0,0;-0,0;50,21306639;1,99213883;-74,85083394;-0,0;0,0;0,0;62,38265161;-1,99213883;135,69876;-0,0;0,0;0,0;50,21306639;1,99213883;74,85083394;0,0;0,0;0,0;62,38265161;1,99213883;135,69876;0,0
47;G;beam_x;60x80;0,0;0,0;91,41285802;0,82389607;140,0615252;-0,0;0,0;-0,0;103,73507548;-0,82389607;-201,67261254;-0,0;0,0;-0,0;91,41285802;-0,82389607;-140,0615252;-0,0;0,0;0,0;103,73507548;0,82389607;201,67261254;-0,0;0,0;0,0;91,41285802;0,82389607;140,0615252;0,0;0,0;0,0;103,73507548;0,82389607;201,67261254;0,0
48;G;beam_x;60x80;0,0;0,0;80,99345539;-4,40069376;114,01567681;-0,0;0,0;-0,0;92,67112661;4,40069376;-172,40403286;-0,0;0,0;-0,0;80,99345539;4,40069376;-114,01567681;-0,0;0,0;0,0;92,67112661;-4,40069376;172,40403286;-0,0;0,0;0,0;80,99345539;4,40069376;114,01567681;0,0;0,0;0,0;92,67112661;4,40069376;172,40403286;0,0
49;G;beam_y;60x80;-0,0;0,0;48,88230006;94,45011274;2,94230114;0,0;0,0;0,0;19,55742094;11,85257409;-2,94230114;0,0;0,0;0,0;48,88230006;2,94230114;-94,45011274;0,0;0,0;-0,0;19,55742094;-2,94230114;-11,85257409;0,0;0,0;0,0;48,88230006;2,94230114;94,45011274;0,0;0,0;0,0;19,55742094;2,94230114;11,85257409;0,0
50;G;beam_y;60x80;-0,0;0,0;70,09354592;129,85830051;-1,64982391;0,0;0,0;0,0;35,76744908;-5,42619947;1,64982391;0,0;0,0;0,0;70,09354592;-1,64982391;-129,85830051;0,0;0,0;-0,0;35,76744908;1,64982391;5,42619947;0,0;0,0;0,0;70,09354592;1,64982391;129,85830051;0,0;0,0;0,0;35,76744908;1,64982391;5,42619947;0,0
51;G;beam_y;60x80;0,0;0,0;40,48699991;63,54097397;1,70082121;-0,0;-0,0;0,0;35,81105034;-42,73299836;-1,70082121;-0,0;0,0;-0,0;40,48699991;1,70082121;-63,54097397;-0,0;0,0;0,0;35,81105034;-1,70082121;42,73299836;-0,0;0,0;0,0;40,48699991;1,70082121;63,54097397;0,0;0,0;0,0;35,81105034;1,70082121;42,73299836;0,0
52;G;beam_y;60x80;0,0;0,0;81,97766577;111,24658648;-9,69760346;-0,0;-0,0;0,0;82,82598448;-115,02160471;9,69760346;-0,0;0,0;-0,0;81,97766577;-9,69760346;-111,24658648;-0,0;0,0;0,0;82,82598448;9,69760346;115,02160471;-0,0;0,0;0,0;81,97766577;9,69760346;111,24658648;0,0;0,0;0,0;82,82598448;9,69760346;115,02160471;0,0
53;G;column;70x70;-34,63800852;39,48610301;220,50717028;-62,80647828;-42,76301905;-0,6691171;34,63800852;-39,48610301;-220,50717028;-77,76404843;-80,54829128;0,6691171;220,50717028;-39,48610301;-34,63800852;-0,6691171;42,76301905;-62,80647828;-220,50717028;39,48610301;34,63800852;0,6691171;80,54829128;-77,76404843;220,50717028;39,48610301;34,63800852;0,6691171;42,76301905;62,80647828;220,50717028;39,48610301;34,63800852;0,6691171;80,54829128;77,76404843
54;G;column;70x70;-56,96272101;55,55311261;396,81020114;-77,07636958;-119,50870123;-0,6691171;56,96272101;-55,55311261;-396,81020114;-120,69271131;-83,27858558;0,6691171;396,81020114;-55,55311261;-56,96272101;-0,6691171;119,50870123;-77,07636958;-396,81020114;55,55311261;56,96272101;0,6691171;83,27858558;-120,69271131;396,81020114;55,55311261;56,96272101;0,6691171;119,50870123;77,07636958;396,81020114;55,55311261;56,96272101;0,6691171;83,27858558;120,69271131
55;G;column;70x70;-60,90325972;38,09582877;376,28323254;-60,99678873;-80,31682505;-0,6691171;60,90325972;-38,09582877;-376,28323254;-74,62436169;-136,49877953;0,6691171;376,28323254;-38,09582877;-60,90325972;-0,6691171;80,31682505;-60,99678873;-376,28323254;38,09582877;60,90325972;0,6691171;136,49877953;-74,62436169;376,28323254;38,09582877;60,90325972;0,6691171;80,31682505;60,99678873;376,28323254;38,09582877;60,90325972;0,6691171;136,49877953;74,62436169
56;G;column;70x70;-67,72364913;49,89179568;712,09804844;-82,08765833;-124,6077988;-0,6691171;67,72364913;-49,89179568;-712,09804844;-95,52713429;-116,48839211;0,6691171;712,09804844;-49,89179568;-67,72364913;-0,6691171;124,6077988;-82,08765833;-712,09804844;49,89179568;67,72364913;0,6691171;116,48839211;-95,52713429;712,09804844;49,89179568;67,72364913;0,6691171;124,6077988;82,08765833;712,09804844;49,89179568;67,72364913;0,6691171;116,48839211;95,52713429
57;G;column;70x70;-33,55304186;-21,6675006;234,93022206;23,40740996;-51,03528667;-0,6691171;33,55304186;21,6675006;-234,93022206;53,72889218;-68,41354237;0,6691171;234,93022206;21,6675006;-33,55304186;-0,6691171;51,03528667;23,40740996;-234,93022206;-21,6675006;33,55304186;0,6691171;68,41354237;53,72889218;234,93022206;21,6675006;33,55304186;0,6691171;51,03528667;23,40740996;234,93022206;21,6675006;33,55304186;0,6691171;68,41354237;53,72889218
58;G;column;70x70;-26,04381205;-61,16216835;447,81415263;85,2396135;-35,49134767;-0,6691171;26,04381205;61,16216835;-447,81415263;132,49770582;-57,22462323;0,6691171;447,81415263;61,16216835;-26,04381205;-0,6691171;35,49134767;85,2396135;-447,81415263;-61,16216835;26,04381205;0,6691171;57,22462323;132,49770582;447,81415263;61,16216835;26,04381205;0,6691171;35,49134767;85,2396135;447,81415263;61,16216835;26,04381205;0,6691171;57,22462323;132,49770582
59;G;beam_x;60x80;0,0;0,0;58,01210028;4,79583195;71,59585976;-0,0;0,0;-0,0;69,81971847;-4,79583195;-130,63395069;-0,0;0,0;-0,0;58,01210028;-4,79583195;-71,59585976;-0,0;0,0;0,0;69,81971847;4,79583195;130,63395069;-0,0;0,0;0,0;58,01210028;4,79583195;71,59585976;0,0;0,0;0,0;69,81971847;4,79583195;130,63395069;0,0
60;G;beam_x;60x80;0,0;0,0;120,24504588;0,77934437;154,07718379;-0,0;0,0;-0,0;144,20346387;-0,77934437;-273,86927371;-0,0;0,0;-0,0;120,24504588;-0,77934437;-154,07718379;-0,0;0,0;0,0;144,20346387;0,77934437;273,86927371;-0,0;0,0;0,0;120,24504588;0,77934437;154,07718379;0,0;0,0;0,0;144,20346387;0,77934437;273,86927371;0,0
